id,gender,age,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,FW,SD,FD,UN,FAC1_1,FAC2_1,FAC3_1,FAC4_1
367,1,46,1,3,3,1,1,1,5,5,1,3,2,4,1,3,2,4,1,2,4,4,4,4,4,3,2,2,5,3.428571429,2.714285714,1,3.375,-1.503816559,0.238086503,-0.291267546,0.451257354
369,1,21,2,1,2,5,3,2,4,4,2,1,3,5,2,4,4,4,2,3,4,4,4,4,4,4,2,4,4,4.285714286,2.714285714,2.2,3.375,0.162624852,1.88290319,-0.444333368,-0.450034785
372,1,21,3,2,1,4,1,2,4,4,3,1,3,4,2,4,5,3,3,3,3,3,3,3,2,2,2,3,4,3.285714286,2.428571429,2.4,3.125,0.418517508,0.564397842,0.004144504,-1.263934407
373,1,45,2,4,2,4,2,3,3,4,2,3,3,4,2,3,4,4,3,1,3,3,4,3,4,4,3,4,3,4,3,2.2,3,0.521514902,1.09138089,0.423751591,0.493972412
382,1,21,1,3,1,4,1,3,4,5,2,1,3,4,2,5,4,5,3,3,2,2,4,4,5,3,2,5,4,4.571428571,3.142857143,1.8,2.75,-0.454616965,2.544596547,0.561126565,0.168345245
386,1,61,4,4,2,3,3,4,3,5,3,4,1,4,2,4,5,5,4,3,3,3,3,4,4,4,2,4,3,4,3.857142857,3.2,2.75,1.761970275,1.507526802,0.946673633,1.6513074
388,1,21,2,1,1,5,1,2,4,5,2,1,4,4,2,4,3,5,2,4,4,4,3,3,4,1,2,3,4,4.142857143,2.285714286,1.8,3.25,-0.319226085,1.835307979,-0.298144925,-1.265898849
393,1,32,3,4,2,2,3,2,3,4,3,3,2,3,3,3,4,3,3,2,2,3,2,5,3,4,2,3,2,2.857142857,3.285714286,3,2.5,1.583077884,-0.516703685,1.155474725,1.167710469
394,1,22,1,2,2,3,1,1,5,5,1,1,1,5,1,2,3,4,1,3,3,2,4,3,4,3,1,3,5,4,2.142857143,1,2.75,-1.600900501,1.363357821,0.725861898,-1.211042142
396,1,22,2,2,3,2,1,1,3,4,3,2,3,5,4,3,3,4,4,4,3,3,4,4,3,2,2,4,3,3.714285714,2.571428571,2.8,2.875,1.166616115,0.99511202,0.250868917,-0.679545627
397,1,25,1,5,1,4,1,3,3,4,1,3,3,2,1,4,2,3,1,3,2,4,3,3,3,4,1,3,2,3.142857143,3.571428571,1,2.25,-1.049633676,-0.155789147,1.593525022,1.686915586
402,1,27,2,2,2,4,1,1,3,4,2,1,2,4,2,4,3,4,2,4,2,2,5,2,4,4,2,4,4,4.142857143,2.571428571,1.8,2.5,-0.420724317,1.608172343,0.88032887,-0.626034397
403,1,19,2,1,3,1,1,1,4,5,3,2,4,3,2,2,4,2,4,2,4,4,2,4,2,4,4,2,4,2.428571429,2.285714286,2.4,3.875,0.577806007,-1.162943947,-1.315173154,-0.810450421
405,1,24,2,3,4,2,2,2,4,3,2,1,2,4,2,3,2,2,2,4,2,3,2,4,3,4,1,4,4,2.857142857,3,2,2.75,-0.180912485,-0.567493403,0.586268996,0.35219823
407,1,30,2,3,2,4,2,3,2,4,2,3,4,3,3,4,2,4,2,4,3,4,3,4,3,4,2,2,4,3.285714286,3.571428571,2.2,2.875,0.238574068,0.249781802,0.376213032,1.345299498
523,1,20,1,3,4,4,2,5,4,2,5,2,3,4,2,3,2,4,2,2,2,3,3,3,4,3,2,4,1,3.571428571,3,2.4,2.625,1.11211716,0.669811739,1.190202204,0.137820429
525,1,29,1,3,1,4,2,2,5,4,1,3,1,5,1,3,2,4,1,4,1,3,4,3,4,4,1,1,5,3.714285714,3.142857143,1.2,2.375,-1.293651258,1.010748854,1.592548578,0.545231336
526,1,20,1,1,2,4,1,2,4,4,1,1,5,4,2,2,3,5,3,2,3,3,4,2,4,1,2,3,5,4,1.571428571,1.6,3.375,-0.639081632,1.284161875,-0.339062995,-2.426989397
533,1,23,2,2,2,3,1,2,1,3,1,1,2,4,1,2,2,3,1,2,2,3,5,4,2,3,2,3,4,3.285714286,2.285714286,1.2,2.25,-1.120836043,-0.112699489,1.309882283,-0.761643988
537,1,36,1,3,3,4,1,2,4,5,2,3,3,4,3,2,4,4,2,1,4,3,4,4,2,4,1,5,5,4,2.714285714,1.8,3.375,-0.39634663,1.048273189,-0.11647261,-0.00641233
538,1,19,1,4,1,3,1,2,1,4,2,3,3,4,1,3,3,5,5,4,4,3,4,4,4,4,2,3,2,3.857142857,3.428571429,2,2.375,0.400217018,1.243136098,1.135307352,0.888739414
540,1,26,1,3,4,5,1,1,2,5,1,3,4,4,2,4,2,3,2,4,4,5,5,4,2,4,4,3,5,3.857142857,3.285714286,1.4,3.75,-0.907066979,0.73299348,-1.097563872,1.267560522
547,1,21,2,1,3,2,1,1,4,4,1,2,3,4,1,3,2,4,1,2,4,3,2,3,4,3,2,2,4,3.142857143,2.142857143,1.2,3.125,-1.107787497,-0.156956106,-0.11459283,-0.802036624
561,1,24,3,2,4,4,2,1,4,4,3,2,2,5,3,4,3,5,2,4,2,4,3,2,4,3,2,4,2,4.142857143,2.571428571,2.6,2.875,1.100747588,1.461019441,0.504342138,-0.25357217
562,1,25,2,2,4,4,2,1,4,4,2,3,5,2,3,3,4,3,2,3,4,5,4,4,4,5,3,5,4,3.714285714,3,2.2,4.125,0.403961436,0.536131114,-1.560575832,0.765582498
565,1,30,2,1,1,3,3,1,4,1,1,1,3,1,3,1,3,3,1,1,1,2,3,1,1,1,1,1,5,1.857142857,1,2,2.5,-0.181668242,-2.154125744,1.243222193,-3.205471482
566,1,22,3,5,3,1,1,3,5,4,1,2,5,4,3,5,5,1,2,1,3,5,1,3,3,3,4,4,5,2.571428571,3.142857143,2,4.375,-0.069867673,-1.146972413,-2.098685659,0.804406744
568,1,27,1,1,3,4,1,1,5,4,1,1,3,3,3,3,4,5,1,4,3,3,4,2,3,3,2,4,3,3.857142857,2.142857143,1.4,3.25,-0.661912178,1.215864379,-0.20945129,-1.349026841
573,1,25,2,2,2,3,2,3,3,3,2,2,2,3,2,2,3,2,2,3,1,3,2,3,2,4,1,2,3,2.428571429,2.714285714,2,2.25,0.105916242,-1.09822398,1.636279826,-0.334869997
574,1,18,3,5,2,3,5,1,5,2,5,4,4,2,5,4,5,4,4,3,5,2,1,4,4,4,5,3,5,2.714285714,3.571428571,4.4,4.125,3.289415224,-0.47846684,-1.509345014,1.304126688
582,1,31,3,4,1,1,5,3,2,5,5,4,2,5,4,5,2,4,1,5,1,2,3,4,4,4,2,4,2,3.714285714,4.142857143,3.6,1.75,2.590069066,1.093794314,2.237611961,2.190171408
588,1,21,5,4,2,3,4,2,3,4,5,4,3,3,4,3,3,3,3,3,3,5,2,2,3,4,2,3,3,3,3.142857143,4.2,3,3.244944033,-0.491997559,0.482004244,0.899555033
591,1,23,3,3,3,2,2,2,4,2,2,2,2,2,2,3,2,2,1,5,3,3,2,4,4,4,2,1,4,2.142857143,3.285714286,2,2.875,-0.119382714,-1.427603468,0.363940946,0.907228425
595,1,47,1,2,2,3,2,1,1,3,1,3,3,3,2,2,3,3,2,1,3,4,2,3,3,3,3,2,4,2.714285714,2.142857143,1.6,2.875,-0.254235832,-1.076492729,0.462747155,-0.618980409
601,1,20,3,5,2,4,3,1,4,5,5,4,5,5,2,3,3,3,3,4,4,5,2,4,3,4,2,3,4,3.571428571,3.571428571,3.2,3.625,1.881565351,0.502122559,-0.52075739,1.539092847
602,1,27,2,3,3,2,1,4,5,3,1,1,4,4,2,3,4,3,2,3,4,3,3,3,2,3,3,2,4,2.714285714,2.857142857,1.6,3.75,-0.564442444,-0.459401782,-1.0558702,-0.479839478
605,1,32,1,2,3,2,1,1,4,2,2,3,3,4,2,1,3,3,3,4,3,4,3,3,2,4,3,2,4,2.571428571,2.571428571,1.8,3.375,0.016163052,-0.956979114,-0.26644203,-0.555427485
606,1,32,1,3,4,4,2,2,4,2,3,3,2,3,2,4,2,3,2,1,4,4,3,4,3,5,2,3,4,3,3.142857143,2,3.25,-0.110265626,-0.49649082,-0.009307268,1.077433891
607,1,38,1,2,1,1,1,2,4,1,1,1,3,1,1,1,3,2,2,3,2,2,1,2,2,3,2,2,4,1.428571429,2,1.2,2.625,-0.938719916,-2.592155963,0.808961555,-1.742726182
610,1,43,2,3,2,2,3,2,4,3,3,3,4,1,3,3,3,1,3,3,3,5,1,3,2,3,2,4,3,2,2.857142857,2.8,3.25,1.35731518,-1.938834619,-0.065614991,0.234266568
620,1,19,3,4,3,3,2,1,4,3,2,4,3,3,3,3,2,3,1,3,2,3,2,5,2,4,2,3,2,2.714285714,3.428571429,2.2,2.625,0.522943153,-0.984116461,0.91198907,1.731002741
621,1,30,2,3,2,3,5,1,4,3,2,3,3,4,2,4,4,3,1,3,3,4,3,4,2,4,2,4,1,3.142857143,3.142857143,2.4,2.875,1.133415205,-0.117931188,0.515371727,0.767802591
622,1,22,1,1,3,3,2,2,4,4,1,3,4,4,3,3,2,4,1,3,3,4,3,3,3,4,2,4,4,3.571428571,2.714285714,1.6,3.25,-0.432000179,0.440640921,-0.189429838,-0.038693968
623,1,21,3,1,1,2,1,1,5,4,1,1,4,4,2,3,5,4,4,3,3,3,3,2,4,2,2,3,5,3.428571429,1.857142857,2.2,3.5,0.052711017,0.690536146,-0.710025407,-2.195834835
624,1,26,3,3,4,2,2,1,4,2,3,3,3,3,2,4,3,3,4,4,4,4,1,4,4,4,3,2,4,2.428571429,3.285714286,2.8,3.625,1.065390013,-1.063208962,-0.843218715,0.994490038
625,1,24,2,4,2,3,2,1,4,3,2,2,2,3,2,4,3,3,2,2,3,4,3,4,2,4,2,2,4,2.714285714,3,2,3,-0.175658991,-0.786161275,0.242410589,0.707201802
628,1,25,3,1,3,3,1,4,3,4,2,1,4,2,2,4,3,3,3,2,2,3,3,4,2,2,2,3,3,2.857142857,2.571428571,2.2,2.875,0.100765438,-0.359491916,0.325989801,-0.634204928
632,1,27,3,3,2,2,2,1,5,2,2,3,4,1,4,1,3,3,1,1,3,4,2,3,3,4,3,4,4,2.428571429,2.285714286,2.4,3.5,0.728704253,-1.656072765,-0.494905682,-0.25243375
636,1,37,1,1,1,1,1,1,1,5,3,1,1,5,2,1,5,5,3,2,1,3,5,3,2,4,1,5,5,4,1.857142857,2,2.25,0.075178522,1.262684391,1.498233624,-1.990043713
641,1,19,3,2,2,4,3,3,4,4,2,2,2,4,4,2,4,4,3,3,2,2,2,4,4,4,2,3,3,3.571428571,2.857142857,3,2.625,1.342405155,0.794588808,0.958507954,-0.148294751
640,1,27,3,4,4,2,2,1,4,4,1,4,4,3,2,5,2,4,2,3,4,4,3,5,3,4,4,4,4,3.285714286,3.714285714,2,3.75,-0.039133118,-0.175494642,-1.176656723,2.340575574
642,1,61,2,3,4,3,2,1,2,3,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,2,3,4,4,3.142857143,2.714285714,2.2,3.125,0.470215861,-0.224595142,0.067038494,-0.00798185
648,1,21,2,3,1,2,2,2,4,4,2,2,2,3,2,4,4,4,1,2,1,2,3,4,2,4,2,4,2,3.142857143,3,1.8,2.25,-0.050248019,0.053525245,1.434518438,0.395752441
651,1,28,1,3,3,4,1,3,5,4,2,3,4,4,3,3,3,4,2,4,3,4,5,3,3,4,1,4,4,4,3.285714286,1.8,3.375,-0.241000841,1.367805984,-0.13881322,0.536776512
653,1,18,2,3,2,4,2,1,3,3,4,3,1,4,3,4,3,4,5,4,3,2,4,3,2,4,2,3,4,3.428571429,3.142857143,3.2,2.5,1.433058597,0.683203188,1.093464988,0.192084523
662,1,23,2,3,2,3,3,4,3,3,4,2,3,3,2,3,4,4,2,3,3,3,4,3,3,2,3,3,4,3.285714286,2.857142857,2.6,3.125,1.048610376,0.42615166,0.256643764,-0.385379483
666,1,20,2,3,4,4,1,2,4,5,2,3,3,4,2,4,4,3,4,2,3,4,4,4,3,4,3,4,4,3.857142857,3.142857143,2.2,3.625,0.144867755,0.917076916,-0.632051581,0.818111383
668,1,20,3,2,2,3,2,2,4,3,2,1,4,5,2,3,4,3,2,4,4,4,4,2,2,3,3,3,4,3.285714286,2.428571429,2.2,3.625,0.385302119,0.29762133,-0.929813238,-1.243366054
671,1,18,1,1,1,2,1,3,4,4,1,1,4,5,4,3,4,2,1,3,2,3,3,5,2,2,3,5,5,3.285714286,2.571428571,1.6,3.25,-0.637377735,0.386699229,-0.437643897,-1.035344769
673,1,23,2,3,3,2,1,2,4,4,1,2,4,4,2,3,4,3,1,4,3,4,2,4,3,4,3,4,5,3.142857143,3.142857143,1.4,3.75,-0.754322497,-0.092844648,-1.07726556,0.567019498
682,1,21,3,1,5,1,4,1,5,2,2,1,5,1,3,2,5,2,3,1,5,5,2,2,2,3,3,1,5,1.571428571,1.571428571,3,4.75,1.23991643,-2.668725821,-2.561126631,-1.9548645
684,1,18,3,1,2,5,1,4,5,5,1,1,5,4,1,4,5,5,4,5,5,1,5,2,2,4,1,4,5,4.285714286,3,2,3.625,-0.447325114,2.377130114,-0.884793765,-1.112816281
685,1,22,2,1,4,4,1,3,5,4,1,2,4,5,2,4,5,4,2,5,4,3,5,2,4,3,4,5,5,4.428571429,2.857142857,1.6,4.25,-0.509760049,2.230170868,-1.814254768,-0.698944825
686,1,21,2,3,3,2,2,1,4,4,2,1,3,5,4,3,3,2,2,4,2,5,4,2,5,1,4,3,2,3.571428571,2.142857143,2.4,3.25,0.980084285,0.523024032,-0.292078127,-0.984700456
690,1,20,4,4,5,3,5,1,5,4,3,2,2,2,3,4,4,3,2,1,4,5,4,4,2,4,3,2,4,2.857142857,2.857142857,3.4,4,1.621819001,-0.856789644,-1.164205947,0.959133868
692,1,23,2,4,3,4,2,1,4,3,2,4,2,4,3,4,4,4,3,4,2,4,3,4,2,4,2,4,4,3.428571429,3.571428571,2.4,3.125,0.590119405,0.384069252,0.278036953,1.433554317
695,1,18,1,1,2,1,1,1,2,3,1,1,4,5,1,3,5,3,1,1,3,4,2,2,1,1,2,4,4,2.714285714,1.428571429,1,3.25,-0.942608769,-0.829034193,-0.315328887,-2.602234899
699,1,18,2,3,4,3,2,2,3,4,3,2,2,4,3,3,2,3,2,4,3,3,2,2,1,1,2,3,2,2.857142857,2.428571429,2.4,2.625,0.873532029,-0.518168416,0.905738961,-0.683658195
703,1,19,2,4,2,4,1,3,5,4,3,3,5,5,2,3,4,3,3,4,4,5,3,4,2,4,3,4,3,3.571428571,3.571428571,2.2,3.875,0.639183718,0.720003915,-1.058823023,0.951252593
704,1,23,1,2,3,2,1,3,4,5,1,2,2,4,1,3,2,4,1,2,1,2,2,3,4,2,1,3,5,3.428571429,2.428571429,1,2.5,-1.550677418,0.358479726,1.239624407,-0.501774515
707,1,22,2,1,1,3,1,2,4,2,1,2,4,4,2,3,3,2,3,2,3,4,3,3,2,2,2,4,5,2.857142857,2.142857143,1.8,3.25,-0.418909808,-0.522520297,-0.264912001,-1.544287874
710,1,31,1,5,5,1,1,1,5,5,1,5,5,1,1,3,5,5,5,3,3,5,3,5,5,5,3,3,5,3.285714286,3.857142857,1.8,4.5,-0.194467275,-0.006426113,-1.814181527,2.610312194
717,1,24,1,2,1,3,1,1,3,3,1,2,1,2,1,2,2,2,3,2,1,3,2,3,1,3,2,2,3,2.142857143,2.142857143,1.4,2,-0.786567746,-1.744715549,1.925148402,-0.891015004
724,1,20,1,3,2,3,2,2,3,4,1,3,3,4,1,4,3,4,1,3,2,4,3,2,4,2,3,4,3,3.714285714,2.714285714,1.2,2.875,-0.58900747,0.69722801,0.551911363,0.063642891
729,1,19,1,1,2,5,5,1,4,5,5,2,3,5,5,1,5,5,2,2,4,1,5,1,3,1,4,3,5,4.428571429,1.285714286,3.6,3.5,2.382250996,2.104857027,-0.22126429,-3.139848945
734,1,25,3,2,3,1,4,2,4,5,4,2,2,4,2,4,4,4,4,4,3,4,4,5,2,4,2,4,3,3.428571429,3.285714286,3.4,3.125,1.895163523,0.648078649,0.032839068,0.58237852
744,1,25,1,3,3,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,2.571428571,1.4,2.125,-0.401712689,-2.061026901,1.732452951,-0.004988169
742,1,38,4,2,3,2,3,3,4,5,4,2,3,4,3,3,3,3,4,3,3,4,4,4,3,3,3,2,3,3.285714286,2.857142857,3.6,3.25,2.107624629,0.294426689,-0.147473621,-0.036602213
746,1,22,2,2,2,3,2,3,3,3,1,1,2,2,2,1,2,2,2,3,2,2,3,3,1,3,1,3,3,2.428571429,2.285714286,1.8,2.125,-0.300742594,-1.241271477,1.683420636,-1.107182416
748,1,23,4,4,4,2,4,4,2,5,4,3,1,2,3,3,5,4,3,2,4,5,2,5,2,4,2,3,5,2.857142857,3.571428571,3.6,3.5,2.031484196,-0.551395648,-0.222997978,1.626234131
749,1,23,1,2,2,4,1,4,3,4,2,2,2,4,2,3,2,3,1,2,2,2,4,2,4,2,2,4,4,3.857142857,2.428571429,1.4,2.375,-0.783396272,1.044620918,1.397460073,-0.858200124
750,1,18,2,3,2,1,1,3,3,4,1,3,4,3,2,3,4,3,4,3,4,3,5,3,4,5,3,3,4,3.285714286,3.285714286,2,3.375,0.034161669,0.279576654,-0.51340082,0.538077779
761,1,31,1,2,3,4,1,2,2,4,1,3,2,4,1,5,4,3,1,2,4,4,4,4,3,4,3,4,4,3.714285714,3.142857143,1,3.25,-1.259002924,0.761590949,-0.217907315,0.807633651
762,1,29,1,2,1,3,2,4,2,4,1,2,2,4,1,4,2,3,1,2,1,2,3,2,4,4,2,4,5,3.571428571,2.857142857,1.2,2.125,-1.2030166,0.561570457,1.655240113,-0.083993256
763,1,34,1,3,2,3,1,1,5,5,1,3,2,4,1,4,2,4,2,3,3,3,2,4,4,4,2,4,3,3.714285714,3.142857143,1.2,2.75,-1.028840082,0.785726231,0.619711221,1.002403845
766,1,26,3,3,2,2,2,1,2,2,2,2,2,4,2,2,3,3,2,4,2,2,2,2,3,2,2,4,4,2.857142857,2.285714286,2.2,2.375,0.505179947,-0.598360129,1.204166067,-1.059217188
770,1,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.549758822,-0.29087813,0.339566627,0.279786473
773,1,32,1,1,1,4,1,3,5,4,1,1,4,4,3,3,4,3,1,4,4,3,3,3,3,3,3,4,4,3.571428571,2.571428571,1.4,3.5,-0.746422756,0.971714838,-0.757590371,-1.126225696
775,1,37,1,1,2,2,1,1,5,5,1,2,2,4,2,3,3,4,1,2,2,3,3,2,3,2,2,2,4,3.285714286,1.857142857,1.2,2.875,-1.092890186,0.224784516,0.51543795,-1.504261989
782,1,30,1,2,2,3,2,3,5,4,1,2,2,4,3,3,2,3,1,2,3,3,3,3,2,4,3,2,4,3,2.714285714,1.6,3,-0.683432539,-0.265617106,0.226723358,-0.164369723
783,1,24,2,2,1,3,1,1,5,3,1,1,3,3,1,4,5,3,2,2,2,3,3,1,4,3,1,4,5,3.285714286,2,1.4,3.125,-0.98418904,0.285386115,0.087866079,-1.65912545
784,1,30,1,3,2,2,1,2,2,4,1,3,1,4,2,4,2,2,2,3,1,2,2,3,2,4,1,4,2,2.857142857,3.142857143,1.4,1.625,-0.611148223,-0.555594403,2.388533412,0.696545253
800,1,38,1,1,2,4,1,3,4,2,1,1,2,2,1,4,2,3,2,2,1,3,2,3,1,4,1,4,4,2.571428571,2.571428571,1.2,2.375,-1.368282859,-0.932239023,1.251113829,-0.58731224
801,1,22,2,3,4,3,1,1,5,5,1,4,3,4,3,3,3,4,2,2,2,4,3,3,3,4,3,3,5,3.571428571,2.857142857,1.8,3.625,-0.385947793,0.251327421,-0.540823295,0.740033816
804,1,22,2,3,2,2,2,2,4,4,2,3,3,4,3,3,4,4,2,4,3,3,2,3,2,3,2,3,3,3,3,2.2,3,0.581979217,-0.060220863,0.289569934,0.075686924
806,1,28,1,2,2,2,1,1,5,3,1,2,2,3,1,2,4,4,2,2,2,2,2,3,4,3,2,2,4,2.857142857,2.142857143,1.2,2.875,-1.016585012,-0.378087304,0.601226317,-1.072059868
808,1,31,1,3,4,3,1,3,5,4,1,2,4,3,2,3,3,2,1,3,4,1,3,3,2,3,3,4,5,3,2.857142857,1.2,3.625,-1.245044042,-0.27081749,-0.78904151,-0.142807244
810,1,28,3,3,2,4,2,2,4,4,3,3,4,2,3,2,2,2,4,3,4,4,2,2,2,3,3,4,3,2.857142857,2.571428571,3,3.25,1.52280027,-0.756102378,-0.106766907,-0.293753973
818,1,36,3,4,5,4,3,1,3,3,3,4,2,3,3,4,3,5,3,2,2,4,5,1,3,4,2,4,2,3.857142857,2.857142857,3,2.875,1.685059568,0.592130686,0.801215846,0.757317625
819,1,24,2,1,3,2,2,1,3,1,1,2,3,5,2,3,5,5,1,3,3,3,3,2,5,4,2,4,4,3.571428571,2.285714286,1.6,3.25,-0.176709341,0.664295695,-0.243766657,-1.17042138
831,1,20,3,1,1,4,2,1,3,4,2,1,4,5,3,4,4,3,2,3,4,3,2,4,3,2,3,4,4,3.571428571,2.285714286,2.4,3.25,0.506856184,0.768956362,-0.547252906,-1.219368077
833,1,32,2,2,2,3,1,1,4,4,2,3,3,3,1,2,3,4,2,2,2,4,2,3,3,4,2,3,3,3.142857143,2.428571429,1.6,2.875,-0.243770172,-0.27957869,0.624810551,-0.216371469
839,1,47,1,1,3,5,1,1,5,3,1,1,5,2,1,4,4,3,1,5,4,4,2,5,1,5,2,4,4,2.857142857,3.142857143,1,3.875,-1.42064979,-0.27337016,-1.386114074,0.310333655
847,1,30,2,2,3,4,2,1,5,4,1,3,2,3,2,3,2,4,2,2,2,2,4,2,3,4,2,2,4,3.428571429,2.428571429,1.8,2.75,-0.501263005,0.210533916,0.835400141,-0.271997106
850,1,24,1,3,3,4,1,3,3,5,1,1,1,4,1,3,3,4,2,2,3,2,4,4,4,4,2,4,3,4.142857143,2.857142857,1.2,2.5,-1.135241767,1.451741221,1.057906919,0.22575928
857,1,25,3,2,3,3,1,4,5,4,1,1,3,4,2,3,3,3,2,3,3,3,4,3,3,2,2,3,4,3.428571429,2.571428571,1.8,3.25,-0.499801092,0.52938824,-0.159836791,-0.810055633
861,1,36,3,2,4,2,2,1,2,3,2,2,3,4,2,1,2,3,4,2,2,5,4,2,3,1,3,4,2,3.285714286,1.571428571,2.6,2.875,1.294649635,-0.441592263,0.50336698,-1.667603004
863,1,25,3,4,2,4,1,2,5,4,2,3,3,4,2,4,4,5,1,3,3,3,4,5,3,4,2,4,5,4,3.571428571,1.8,3.375,-0.478346607,1.346223662,-0.253616729,1.393689943
864,1,21,3,3,3,5,5,1,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,4,5,1,3,5,4.571428571,4.142857143,3.8,4.125,2.399008885,2.511802482,-1.244237211,2.235891157
865,1,21,3,4,3,5,1,2,5,5,1,1,3,4,4,5,5,5,2,5,4,5,4,4,5,4,3,5,4,4.714285714,3.571428571,2.2,4,0.107472245,2.567506302,-1.549107442,1.283149664
866,1,23,2,3,2,3,3,3,4,4,2,3,4,4,3,3,3,4,3,3,3,3,4,3,3,4,2,3,3,3.571428571,3.142857143,2.6,3,0.95168923,0.67810895,0.325543956,0.357980718
869,1,21,1,1,1,3,1,1,1,5,3,1,1,5,1,1,5,3,1,3,2,3,5,3,4,3,2,4,5,4.142857143,1.857142857,1.4,2.5,-0.589506883,1.546044225,1.155826584,-1.907633373
871,1,66,2,3,4,2,2,3,2,5,2,3,3,4,2,3,2,3,1,3,3,4,4,3,3,4,2,3,2,3.428571429,3.142857143,1.8,2.75,0.135365037,0.131520484,0.676270824,0.94557139
883,1,26,1,1,5,3,1,1,3,4,1,1,4,3,1,1,3,3,2,1,2,3,3,2,3,3,2,3,3,3.142857143,1.428571429,1.2,3.125,-0.847950401,-0.530775763,0.14620078,-1.905818083
890,1,22,1,2,4,4,1,2,3,4,1,2,3,4,1,4,3,5,1,4,3,2,3,4,4,3,2,3,4,3.857142857,3,1,3,-1.339491434,1.211476606,0.206569627,0.32098994
893,1,22,1,1,4,2,1,1,5,3,4,1,5,5,5,3,5,4,3,3,2,5,2,5,1,5,3,5,5,3.142857143,2.714285714,2.8,4.25,1.049000778,0.046646104,-1.927949464,-0.515201107
903,1,22,3,2,2,4,2,2,4,5,2,1,3,5,2,3,4,3,4,3,4,4,4,2,4,4,4,3,4,4,2.428571429,2.6,3.625,0.736606509,1.30155331,-0.890533587,-0.913910601
905,1,23,2,2,3,4,1,1,4,5,2,2,2,4,2,3,2,2,1,4,5,5,2,3,2,4,2,2,5,3,2.714285714,1.6,3.5,-0.758091872,-0.357491087,-0.629125519,0.073447419
908,1,19,1,2,2,2,2,3,4,3,2,2,2,5,3,3,5,3,4,3,3,3,4,4,3,4,2,4,3,3.428571429,3,2.4,3,0.675773705,0.767889073,0.256071361,-0.375595648
910,1,23,3,3,3,1,1,1,5,3,1,1,3,3,5,1,3,1,2,3,4,3,1,1,1,4,3,3,3,1.857142857,2,2.4,3.375,0.638308452,-2.292346927,-0.658753569,-1.382319241
911,1,23,4,4,4,2,2,2,4,3,2,2,4,4,2,4,3,4,2,2,3,4,3,3,3,4,3,4,2,3.285714286,3,2.4,3.375,0.813232828,-0.174373354,-0.493564984,0.756785349
915,1,23,2,3,1,5,2,2,5,5,1,3,5,5,1,4,5,3,1,4,5,2,4,5,2,4,2,4,5,4,3.571428571,1.4,3.75,-0.925745121,1.587277701,-0.985324911,0.767466312
921,1,25,2,2,1,4,1,3,2,3,1,2,3,4,1,3,3,4,1,3,5,3,4,3,4,3,4,4,5,3.857142857,2.714285714,1.2,3.25,-0.978301836,1.053885041,-0.382716277,-0.435628682
920,1,19,1,3,2,4,1,2,4,5,1,2,4,4,1,4,4,4,1,3,4,2,3,4,2,4,1,4,5,3.714285714,3.142857143,1,3.25,-1.540929487,0.988021334,-0.19971631,0.345016203
923,1,20,1,2,3,3,1,2,4,5,1,2,3,3,3,3,3,3,2,2,3,3,1,2,3,1,3,2,5,2.857142857,2,1.6,3.375,-0.662233651,-0.515431867,-0.309552075,-1.225784591
924,1,22,3,2,2,2,2,1,3,3,2,1,4,4,2,4,4,2,2,2,3,4,3,2,2,3,2,4,2,2.857142857,2.142857143,2.2,3,0.582977408,-0.612710025,-0.022873029,-1.214578772
930,1,19,3,4,3,2,1,1,4,3,4,3,3,4,3,3,3,2,4,3,4,4,2,2,2,3,3,3,5,2.571428571,2.714285714,3,3.625,1.304581557,-1.0439875,-0.739015195,-0.165308227
939,1,19,1,3,3,4,2,1,4,4,1,2,3,5,1,3,3,5,1,4,4,3,4,3,4,4,3,3,4,4.142857143,2.857142857,1.2,3.375,-0.911346956,1.461774836,-0.382575768,0.173643459
940,1,19,2,2,2,3,1,1,5,3,1,2,3,2,3,1,5,3,1,2,3,4,4,4,3,3,2,3,5,3,2.142857143,1.6,3.625,-0.594828164,-0.350067343,-0.586441811,-0.995439693
941,1,26,2,3,3,2,2,1,5,3,1,2,4,3,3,2,2,3,2,2,4,4,3,2,3,3,3,4,5,3,2.142857143,2,3.75,-0.073771577,-0.717948406,-1.045639151,-0.781981792
943,1,22,2,2,3,4,1,1,4,4,2,1,5,4,3,4,4,4,3,4,4,4,4,3,3,2,3,4,4,3.857142857,2.428571429,2.2,3.875,0.263247443,1.188811984,-1.403168983,-0.952759745
945,1,26,1,3,2,4,1,1,4,4,1,3,2,4,1,3,4,4,1,2,2,4,4,3,5,3,2,4,5,4.142857143,2.571428571,1,3.125,-1.277542905,1.304848298,0.350177628,0.003919317
