id,gender,age,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,FW,SD,FD,UN,FAC1_1,FAC2_1,FAC3_1,FAC4_1
468,1,24,2,2,1,3,2,3,4,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,1,1,2,1,4,2,2.142857143,2,2.625,0.067539079,-1.59209327,1.072842498,-1.645204563
470,1, ,4,4,1,2,3,4,2,4,3,3,3,4,3,4,3,2,2,1,3,3,1,1,1,4,2,4,3,2.571428571,3,3,2.5,1.5684668,-1.161625435,1.023748498,0.243368888
471,1,22,1,3,5,4,1,1,5,5,1,1,3,4,1,4,3,4,1,2,5,5,5,1,3,4,5,3,5,4,2.285714286,1,4.5,-1.433784995,0.87620089,-2.231916305,-0.358035949
472,1,19,1,3,1,2,1,3,3,2,1,2,4,4,2,4,3,2,1,2,4,4,4,2,2,3,3,3,5,2.714285714,2.714285714,1.2,3.375,-1.036696025,-0.718513773,-0.56472945,-0.511905192
474,1,37,2,2,2,4,1,1,4,2,1,1,3,4,4,3,2,2,1,3,4,2,3,2,2,5,3,4,4,3,2.428571429,1.8,3,-0.432460807,-0.419880444,-0.190246047,-0.820257596
475,1,20,1,3,1,2,1,2,4,3,3,2,2,5,3,2,3,4,2,3,1,1,3,3,3,2,1,2,4,3.142857143,2.428571429,2,2.125,0.044507625,0.285355257,1.806169138,-1.127504426
477,1,19,1,3,4,1,1,2,3,1,3,3,4,3,2,4,4,3,1,1,3,3,2,3,2,4,1,4,5,2.285714286,2.857142857,1.6,3.375,-0.42937756,-1.481381364,-0.281017891,0.117746154
478,1, ,1,2,2,1,1,3,5,4,2,2,2,4,2,2,4,5,2,2,3,3,5,1,2,2,2,2,2,3.285714286,2,1.6,2.875,-0.097615042,0.418834549,0.656622021,-1.81819592
480,1,20,2,3,4,3,1,1,3,4,1,1,4,4,3,3,4,2,2,3,4,3,3,2,3,2,3,3,3,3.142857143,2.142857143,1.8,3.5,-0.077228793,-0.169858221,-0.772846919,-1.098154579
482,1,20,3,1,3,3,1,2,4,3,1,1,4,2,1,4,5,1,2,4,4,4,3,4,1,4,2,2,4,2.142857143,2.857142857,1.6,3.75,-0.735241654,-1.29721643,-1.174758283,-0.353747178
483,1,22,1,1,2,4,2,3,4,4,4,1,3,4,3,2,4,3,1,2,3,3,3,2,3,2,2,3,4,3.428571429,1.857142857,2.2,3.125,0.449049651,0.592747258,0.256151717,-2.101443166
484,1,35,1,2,3,3,1,1,3,3,1,2,2,3,2,3,2,2,1,2,2,2,4,3,3,3,2,3,4,3,2.285714286,1.2,2.5,-1.190108038,-0.480346012,1.002105067,-0.58722502
485,1,25,2,4,3,4,2,2,4,4,2,2,3,2,2,3,2,2,2,3,2,2,4,4,2,4,2,4,2,3.142857143,3.142857143,2,2.5,0.044746877,-0.254197355,1.087576503,0.883917562
488,1,44,2,2,4,2,3,1,5,2,2,1,2,2,3,4,3,4,4,3,2,4,2,2,4,2,1,4,4,2.857142857,2.142857143,2.8,3.125,0.873291332,-0.481709762,0.102774191,-1.070085448
489,1,19,3,4,2,3,4,1,5,2,3,1,4,4,2,3,4,5,3,4,4,4,3,4,3,4,3,3,5,3.285714286,3,3,3.875,1.275630005,0.270566783,-1.222278048,0.114573827
490,1, ,4,1,3,4,3,3,5,4,3,1,3,5,4,4,2,3,3,3,4,4,3,4,3,1,3,3,4,3.571428571,2.428571429,3.4,3.5,1.531759682,0.749496981,-0.72340791,-0.933922319
492,1,23,4,3,3,1,2,1,4,4,3,2,4,3,3,4,5,3,1,4,4,3,2,4,3,2,2,2,4,2.571428571,2.857142857,2.6,3.625,0.849419142,-0.631683025,-0.913256463,0.008556204
493,1,54,3,4,3,1,4,2,5,3,3,3,2,3,2,2,2,3,2,2,1,3,2,3,3,3,4,2,4,2.428571429,2.714285714,2.8,3,1.201534814,-1.473370467,0.533400467,0.381204263
494,1,21,2,4,4,4,1,3,4,5,1,1,3,5,1,3,5,5,1,3,5,3,4,4,3,3,3,3,3,4.142857143,3,1.2,3.75,-0.865721462,1.595926799,-0.943683749,0.247455209
495,1,20,1,4,1,2,2,2,2,4,1,3,2,4,2,4,1,2,1,4,3,3,5,4,2,4,1,2,1,3,3.571428571,1.4,1.75,-0.509113654,-0.226966211,2.053554414,1.443964763
497,1,23,3,4,5,2,4,3,4,3,5,4,5,1,4,5,4,4,2,2,4,4,3,5,3,5,4,4,2,2.857142857,4,3.6,4,2.569745044,-0.573363534,-1.298761113,2.553228335
498,1,22,3,4,3,3,4,2,5,4,4,4,3,3,4,4,3,4,2,2,3,4,3,4,4,5,4,5,4,3.714285714,3.571428571,3.4,3.625,1.977305703,0.546871647,-0.601300927,1.90080403
499,1,26,1,2,1,2,1,1,5,3,1,2,5,3,4,3,3,3,1,2,4,4,3,2,3,3,3,3,4,2.857142857,2.142857143,1.6,3.625,-0.409189813,-0.544849449,-1.018940583,-1.128470129
500,1, ,3,2,4,1,2,1,3,2,2,2,4,4,3,5,3,2,4,3,3,3,2,5,2,4,3,4,4,2.428571429,3.142857143,2.8,3.375,0.856519691,-1.175054714,-0.821266606,0.52981759
501,1,22,4,5,3,1,1,3,3,4,1,3,2,3,2,3,5,4,3,2,2,3,4,4,3,3,3,3,4,3.142857143,3.285714286,2.2,3.125,0.268557323,-0.149771878,0.172715463,1.056819793
502,1,23,2,4,5,4,2,3,5,4,1,4,4,4,2,3,4,3,3,4,3,4,4,4,3,4,4,2,5,3.428571429,3.714285714,2,4.25,-0.044038625,0.342551347,-1.432661377,1.632573721
503,1,20,2,3,2,2,2,3,4,3,3,2,3,2,3,4,3,2,3,4,2,4,2,4,2,4,3,3,2,2.285714286,3.428571429,2.6,2.875,1.020968164,-1.145161622,0.342425777,0.891311494
504,1,25,1,3,2,4,1,1,4,2,2,1,3,3,2,3,4,2,3,2,3,3,3,4,2,3,2,3,3,2.714285714,2.428571429,1.8,3,-0.244770353,-0.643307088,0.206778016,-0.750994737
506,1,19,4,2,1,3,2,3,3,3,2,2,3,3,2,2,3,3,1,1,3,3,3,2,2,2,3,2,4,2.714285714,2,2.2,2.875,0.342311911,-0.887950942,0.479498777,-1.399015896
507,1,20,4,2,3,4,3,2,3,4,3,1,3,4,4,3,4,4,2,3,3,5,3,4,2,3,2,3,3,3.428571429,2.571428571,3.2,3.25,1.660521907,0.353940211,-0.199543036,-0.372638806
508,1,21,3,2,4,2,2,1,4,2,1,1,3,3,1,4,2,3,2,4,3,3,2,4,2,4,2,2,4,2.285714286,2.857142857,1.8,3.125,-0.545829748,-1.380192623,-0.251752407,0.172313695
509,1,23,3,4,3,3,2,2,5,4,3,3,3,4,3,3,3,4,2,4,4,3,4,3,3,2,2,3,2,3.571428571,3,2.6,3.125,1.122140367,0.723766893,0.173277019,0.288456448
510,1,24,3,2,3,2,1,2,3,3,2,1,3,4,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,2.857142857,2.428571429,2.2,2.75,0.317273425,-0.483867393,0.472975075,-0.781363605
512,1,22,2,2,2,4,1,2,4,4,2,2,2,4,1,4,3,5,2,2,2,3,3,4,4,4,2,3,4,3.857142857,2.857142857,1.6,2.75,-0.689675832,1.119677932,0.701260339,0.244980167
513,1,23,4,3,3,2,4,2,4,3,4,3,3,3,3,4,4,4,4,3,3,4,2,4,3,4,3,4,4,3,3.285714286,3.8,3.5,2.44064449,-0.252175793,-0.502787489,0.857532126
514,1,27,4,3,4,4,2,1,5,4,2,3,3,1,3,2,4,4,4,2,3,4,3,2,3,4,3,2,5,3,2.428571429,3,3.875,1.072484071,-0.575217818,-0.86063484,-0.111444333
517,1,23,2,2,3,4,2,1,5,2,2,2,4,5,1,3,2,2,2,3,3,2,2,2,2,2,2,4,4,3,2.142857143,1.8,3.125,-0.22663512,-0.407053514,0.062509649,-1.386106124
518,1,21,3,4,1,2,3,1,5,3,3,3,2,2,3,4,3,3,4,3,4,4,3,4,2,4,3,1,3,2.285714286,3.285714286,3.2,3.125,1.526830466,-1.181080577,-0.008680647,0.985526886
521,1,26,5,3,3,4,2,2,5,4,3,3,4,5,4,5,2,1,3,3,3,4,3,5,1,3,2,4,4,3.142857143,3.428571429,3.4,3.375,1.435908321,-0.168969074,-0.498750464,1.10487585
523,1,23,3,2,4,1,2,1,4,1,1,1,4,2,2,2,4,2,5,4,4,4,2,2,3,2,3,2,4,1.857142857,2,2.6,3.875,0.838635824,-2.003485042,-1.332308809,-1.67977206
524,1,22,1,1,3,1,1,3,3,5,1,1,3,5,1,4,3,3,3,3,1,1,3,3,3,3,1,5,3,3.571428571,2.571428571,1.4,2.25,-0.82958826,0.796203917,1.256464477,-0.931717845
526,1,25,3,4,1,2,2,2,2,4,2,2,2,4,2,3,3,3,2,4,2,2,3,4,3,4,2,2,2,3,3.285714286,2.2,2,0.49689245,-0.127704391,1.694128371,0.777725618
529,1,25,1,2,2,2,3,2,4,3,1,1,3,3,2,1,3,3,4,3,3,3,1,1,2,1,2,2,4,2.285714286,1.571428571,2.2,3,0.394054842,-1.33777106,0.351710554,-2.514237476
