V1,Sexe,Age,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
429,2,21,2,4,3,2,1,2,5,3,2,3,4,3,2,4,3,2,1,3,3,3,2,4,2,5,1,2,4
430,2,25,3,3,2,1,2,2,5,4,2,3,2,4,2,4,3,2,3,3,2,2,3,3,2,3,2,3,2
433,2,42,2,1,5,3,1,1,4,5,1,1,3,4,1,5,2,5,2,4,3,4,2,4,3,5,3,5,5
435,2,23,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,1,3,3,2,2,2,2,3,2,3,3
443,2,21,4,3,2,2,2,1,4,3,3,2,2,3,3,3,3,3,1,3,3,4,2,4,3,4,2,2,3
445,2,21,1,3,5,4,1,1,5,4,1,1,4,4,2,4,3,2,1,2,1,4,5,4,3,4,3,2,5
449,2,23,3,3,3,4,1,1,5,4,1,2,3,4,2,2,4,4,2,2,2,3,4,4,2,1,2,4,5
451,2,24,4,2,5,1,1,1,3,2,1,1,4,5,2,4,2,3,1,3,3,4,2,3,3,4,3,4,4
455,2,19,3,4,4,3,4,2,2,2,4,2,3,4,3,4,4,3,2,4,3,4,3,4,2,4,2,3,3
461,2,35,2,3,3,2,2,2,4,4,1,1,4,4,1,4,3,4,1,2,4,3,3,3,3,3,2,3,5
462,2,37,1,3,1,3,1,1,4,3,1,2,1,3,1,2,3,3,3,4,2,2,2,3,1,4,1,2,4
463,2,23,2,3,2,4,1,3,4,2,1,1,2,3,2,2,2,3,3,2,2,3,3,4,2,3,3,1,4
469,2,48,2,4,3,2,1,3,5,5,3,4,3,4,3,4,4,3,2,3,4,3,4,4,2,4,2,4,3
476,2,21,2,4,4,2,1,3,3,4,1,2,5,3,2,3,4,3,2,2,4,4,3,3,3,3,3,3,4
491,2,22,1,3,1,3,1,3,5,4,1,1,2,2,1,2,3,3,1,1,3,2,3,2,3,4,2,4,5
496,2,19,2,4,4,2,3,1,5,5,3,3,4,5,4,2,2,4,4,2,3,3,1,1,4,1,2,3,4
511,2,35,2,2,4,2,2,1,4,2,2,2,4,4,4,4,4,2,4,4,4,4,4,3,2,3,2,2,4
519,2,26,4,2,4,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3
520,2,29,1,2,3,4,1,2,5,4,2,2,3,4,2,4,3,2,3,2,4,4,4,2,2,4,3,4,5
522,2,43,3,2,4,1,2,1,3,2,1,2,2,4,2,1,4,4,3,2,3,5,3,3,1,4,4,4,5
525,2,21,2,3,3,3,1,2,3,4,2,2,2,4,2,3,4,3,2,3,2,4,3,2,2,3,2,3,3
528,2,19,2,3,3,4,3,2,3,5,2,3,4,3,3,3,4,5,4,4,3,3,4,5,4,4,2,2,4
530,2,26,1,5,2,3,2,3,4,4,1,3,3,5,1,5,3,2,1,4,3,1,4,3,4,2,3,4,3
532,2,23,1,2,4,3,1,1,1,3,1,3,5,4,2,2,4,3,2,2,5,3,4,3,2,1,3,2,1
533,2,24,2,2,4,1,1,1,5,1,1,1,5,4,2,1,3,1,3,1,5,4,4,2,1,3,1,1,5
538,2,37,3,4,2,4,2,2,2,3,1,2,3,4,3,3,3,3,2,3,3,3,3,3,3,4,2,4,2
542,2,31,1,3,4,4,1,2,3,3,1,2,5,4,2,4,4,3,3,5,5,4,2,2,2,1,3,5,5
543,2,31,3,4,4,4,1,2,4,4,2,3,2,4,2,4,2,4,3,3,3,3,3,4,3,4,3,4,4
544,2,21,4,4,3,2,2,3,4,3,1,2,4,3,2,2,3,3,2,3,4,4,2,3,2,2,3,5,4
549,2,25,1,1,1,3,1,1,4,5,1,1,2,2,1,5,2,5,1,5,5,5,2,4,3,4,1,3,5
551,2,22,1,2,2,2,2,1,2,2,2,1,4,2,1,4,4,3,1,3,4,2,1,2,2,2,2,2,3
553,2,54,2,3,2,3,2,2,4,5,2,3,2,4,3,3,2,3,2,3,2,3,3,2,3,3,2,4,2
555,2,22,2,2,4,2,2,4,4,4,2,2,4,4,2,4,4,4,2,2,4,4,3,2,2,3,4,4,4
563,2,30,4,2,4,2,2,1,5,2,1,1,4,5,2,5,4,4,3,5,4,3,4,5,4,5,2,4,5
567,2,24,2,4,2,4,2,2,5,5,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,2,2,3,4
577,2,47,5,3,2,3,2,1,2,2,1,2,1,3,1,1,1,2,1,1,1,5,2,2,2,4,3,2,4
579,2,57,1,2,1,2,4,1,4,4,4,1,3,4,2,1,2,4,4,3,2,2,4,3,2,2,2,3,2
581,2,18,1,4,3,3,1,2,5,4,1,2,3,4,1,3,5,4,1,3,4,5,4,3,3,3,3,2,5
584,2,19,2,4,3,5,1,2,2,4,1,2,2,5,1,4,2,4,1,3,2,4,5,4,4,4,2,5,2
585,2,39,5,3,3,3,4,2,5,5,1,1,5,3,4,4,5,3,2,3,5,3,4,2,3,4,3,3,4
592,2,23,2,3,5,2,2,4,5,1,1,2,4,4,3,4,2,3,2,3,4,4,2,3,2,3,4,5,4
593,2,46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
595,2,21,3,4,1,1,1,3,3,2,1,2,1,2,1,3,1,1,2,2,1,2,1,3,2,3,2,3,2
598,2,31,1,3,4,1,1,1,5,5,1,1,4,4,1,1,2,1,5,4,4,4,1,2,4,2,1,3,5
602,2,24,3,4,4,2,2,1,5,4,2,1,3,4,2,4,3,2,4,2,4,3,4,2,4,3,2,4,5
604,2,19,4,3,4,2,2,2,4,4,2,2,4,2,2,4,4,3,4,2,4,4,3,4,3,3,3,2,4
609,2,32,2,3,1,5,3,1,2,4,3,3,2,2,2,3,2,4,2,3,2,3,4,3,3,4,2,4,3
614,2,25,2,2,1,4,2,1,4,3,2,1,2,4,2,3,2,4,3,4,2,2,4,4,3,3,2,4,4
621,2,25,1,2,2,4,1,1,5,4,1,2,2,4,2,4,4,4,2,2,4,2,4,4,4,2,2,2,4
623,2,28,2,4,4,2,2,2,4,4,1,1,4,4,1,4,4,3,1,5,3,3,3,4,3,5,3,5,4
624,2,37,1,3,2,2,1,1,2,4,1,1,2,4,1,4,4,5,1,3,1,3,4,3,4,1,1,2,4
628,2,22,2,3,1,4,1,4,1,4,1,3,1,3,1,4,3,3,1,4,2,1,3,3,2,1,1,3,4
630,2,23,2,4,4,5,2,1,2,4,1,3,3,4,2,4,3,3,2,3,3,5,4,2,3,4,3,3,4
631,2,23,2,3,2,2,2,1,2,4,1,2,2,2,3,3,3,2,1,2,1,2,2,3,2,4,2,2,2
632,2,27,2,3,3,3,4,2,5,3,5,2,3,4,5,4,4,4,5,1,4,3,2,4,4,3,2,4,5
633,2,27,3,4,4,3,2,1,3,4,2,2,2,4,2,4,3,2,2,3,2,4,3,4,2,2,2,4,4
634,2,24,4,4,5,1,1,1,3,3,1,1,5,2,2,4,5,3,2,4,5,4,1,4,3,4,4,5,5
635,2,27,2,1,2,2,2,1,5,3,1,1,4,3,2,3,3,2,1,3,2,3,3,2,1,3,2,2,4
636,2,22,2,2,3,2,2,1,5,3,1,1,2,3,2,1,5,3,2,4,4,3,2,4,2,3,2,3,3
637,2,55,1,3,2,4,1,1,5,5,3,3,4,4,1,4,2,5,4,1,4,3,4,3,4,4,2,4,5
640,2,26,4,4,5,2,1,1,4,3,3,3,4,3,4,3,4,3,2,3,3,5,3,3,4,5,2,2,5
641,2,23,4,3,3,5,2,1,5,5,2,1,3,5,1,4,3,5,2,2,2,3,4,4,5,3,1,2,5
643,2, ,2,3,2,4,2,2,2,3,2,4,3,4,2,4,4,3,2,4,2,3,4,2,3,4,2,2,4
646,2,28,4,3,4,2,2,2,1,3,2,3,4,5,4,4,2,2,2,3,3,5,1,4,2,2,3,4,3
649,2,27,3,2,2,3,1,3,4,4,1,3,3,4,2,4,4,3,1,3,4,2,4,4,3,3,3,4,4
652,2,20,2,4,1,2,4,2,4,2,2,4,2,4,2,4,2,4,2,2,4,2,2,4,2,4,2,2,4
658,2,36,3,4,4,3,4,1,2,4,2,3,4,4,3,3,2,4,2,5,3,4,3,4,3,3,3,2,3
671,2,25,3,4,2,1,3,2,5,5,2,3,4,4,2,3,4,4,2,3,5,3,2,3,4,2,1,3,5
675,2,39,3,4,2,3,2,2,5,3,2,3,3,4,2,2,3,3,3,3,2,3,2,3,3,2,3,4,4
678,2,47,3,4,3,2,2,4,4,5,1,3,1,3,2,5,1,4,1,4,1,3,4,4,1,4,3,4,3
679,2,26,2,2,5,3,1,2,2,5,1,1,2,4,2,3,2,4,1,2,2,4,3,4,3,5,2,3,4
681,2,26,1,3,2,2,1,1,2,4,1,2,2,5,2,4,4,2,2,2,3,3,2,4,4,4,2,3,4
682,2,21,2,4,4,4,1,4,4,5,1,1,3,5,2,5,3,3,1,3,4,3,2,4,3,1,3,3,5
683,2,22,3,5,4,2,1,2,5,4,1,2,3,4,2,5,3,4,1,4,2,4,5,5,4,4,2,4,3
691,2,42,5,3,1,3,2,1,3,5,1,3,3,4,4,4,2,4,4,2,2,4,2,5,4,4,4,5,5
693,2,27,2,4,5,3,1,1,2,4,1,2,2,2,2,5,1,2,1,1,3,3,2,3,2,3,1,2,5
697,2,20,1,3,3,2,1,1,5,4,1,2,2,3,2,4,3,4,1,3,3,4,2,4,3,4,2,3,5
700,2,20,1,3,2,4,1,1,3,4,1,2,2,5,2,3,4,5,1,2,3,4,4,4,5,4,2,2,2
703,2,32,3,4,2,4,4,1,3,3,1,3,1,1,2,2,2,4,1,5,2,3,5,3,2,3,1,4,4
709,2,26,1,2,1,5,1,2,2,4,1,1,1,3,1,3,1,4,2,2,1,2,4,3,4,2,1,5,2
714,2,22,3,4,4,2,2,2,5,3,1,1,5,4,2,4,3,2,3,3,4,4,3,4,3,4,3,4,4
720,2,26,2,3,2,4,2,3,5,5,2,3,5,5,3,3,3,4,2,2,5,3,4,3,3,5,2,5,5
723,2,20,1,4,3,2,1,2,4,3,1,2,4,3,3,3,5,4,2,2,3,4,2,5,3,3,2,2,4
153,2,24,1,5,2,3,1,1,5,5,1,4,4,2,1,5,1,4,1,1,5,3,1,5,1,4,2,1,5
154,2,25,2,3,4,4,1,2,5,4,1,2,4,4,3,4,4,4,1,3,4,4,1,4,4,5,2,4,5
155,2,27,3,2,3,4,1,1,2,4,2,1,1,4,2,3,4,5,2,2,3,2,3,4,4,4,2,3,3
157,2,22,2,3,4,3,1,1,3,3,1,3,3,3,2,2,1,4,2,5,2,3,2,3,4,1,2,3,4
165,2,19,2,2,3,4,1,1,5,3,1,2,2,3,1,5,5,4,1,3,4,4,4,1,3,5,2,2,5
171,2,39,2,3,4,2,3,4,3,4,2,3,3,4,2,3,3,4,2,3,3,4,4,2,4,4,3,3,4
172,2,18,3,2,1,4,2,3,4,5,1,2,4,4,3,5,3,4,4,5,3,4,2,3,4,4,2,4,4
182,2,19,1,4,5,3,2,2,5,5,1,3,3,4,5,4,3,3,3,3,5,3,5,3,3,3,3,3,5
187,2,39,1,2,2,1,2,1,5,3,1,2,4,2,2,2,4,4,2,2,2,4,1,2,2,2,4,1,5
189,2,24,1,3,4,2,1,2,4,2,1,3,4,3,2,1,4,4,3,4,4,4,3,4,4,4,4,2,5
190,2,25,2,3,4,2,3,1,3,4,2,3,2,3,2,3,4,4,2,2,2,4,2,4,3,3,2,2,4
191,2,30,4,4,2,2,3,1,1,3,3,4,2,3,4,1,2,2,5,3,1,2,1,4,2,4,2,5,1
194,2,21,1,3,3,2,1,2,2,5,1,3,1,4,2,3,2,2,3,4,2,2,1,4,4,3,1,4,3
196,2,45,1,3,3,4,2,1,5,3,1,3,3,5,4,5,3,4,2,4,4,3,3,3,3,4,3,4,5
198,2,24,1,3,2,4,1,3,4,3,1,2,2,3,2,4,3,4,1,3,2,3,3,2,3,4,2,3,4
202,2,20,2,4,5,2,1,5,5,5,1,1,5,4,1,5,2,3,2,5,2,4,2,4,1,4,4,4,5
208,2,19,2,3,5,2,2,1,4,5,4,1,5,4,5,4,5,4,3,2,4,5,3,4,3,2,2,3,4
213,2,20,2,5,4,3,2,1,5,4,2,3,2,3,2,2,4,4,3,3,3,4,3,2,2,2,2,4,5
222,2,22,2,3,2,4,1,2,5,5,1,1,5,4,3,1,2,5,1,5,3,5,5,5,3,5,4,3,5
227,2,19,5,2,3,5,5,1,5,5,1,1,1,3,5,5,5,5,5,3,1,3,1,5,3,4,1,3,5
234,2,34,1,2,5,3,3,2,4,5,1,1,5,4,1,2,4,3,3,5,5,5,5,2,3,1,3,5,3
239,2,19,1,3,3,2,1,1,5,3,1,1,3,2,1,2,4,4,2,3,3,4,3,4,3,4,2,2,5
243,2,25,2,3,4,3,1,3,2,4,1,1,5,4,1,4,2,2,1,1,4,4,2,2,1,2,2,2,3
244,2,30,1,3,2,2,1,5,5,4,1,3,4,3,1,3,3,4,2,4,5,3,4,4,4,4,3,3,5
247,2,22,1,2,4,3,1,2,5,5,1,1,2,4,1,5,4,3,2,4,4,5,4,3,1,3,2,3,3
248,2,20,2,2,3,2,1,1,5,3,1,1,4,3,2,3,4,3,3,4,3,3,4,4,1,3,4,4,5
251,2,26,2,3,2,4,2,3,2,5,1,3,2,5,2,4,2,3,2,2,2,2,4,3,3,4,2,3,4
252,2,51,1,3,2,2,3,2,3,2,1,1,1,3,3,3,3,3,1,2,3,3,3,3,1,1,1,3,3
253,2,33,1,3,4,4,1,4,5,4,1,2,4,4,1,2,4,4,2,3,4,2,4,3,4,4,4,4,5
263,2,25,3,1,3,2,2,1,2,5,5,1,2,4,3,3,3,5,3,2,3,4,1,3,4,2,2,4,4
267,2,39,1,2,1,4,1,1,5,1,1,1,2,4,1,3,3,4,4,2,2,2,5,2,4,3,3,4,5
268,2,23,1,5,3,2,1,5,3,3,5,2,4,2,1,3,2,2,1,4,1,5,2,3,2,4,3,1,2
271,2,22,1,3,4,3,1,4,2,4,1,2,4,5,2,4,3,3,1,4,1,5,3,3,2,4,3,4,3
272,2,47,1,3,3,2,1,2,2,5,1,3,2,2,2,4,4,2,3,3,2,2,4,3,4,4,2,2,4
274,2,35,1,2,1,1,5,1,3,3,5,2,4,1,5,1,3,1,2,5,2,1,1,2,1,3,1,1,5
289,2,27,1,2,2,4,1,5,4,4,1,2,3,3,1,1,2,3,1,5,3,3,4,4,3,4,3,1,4
290,2,45,2,3,4,2,2,1,5,2,3,1,4,1,4,4,2,2,1,2,4,4,1,4,2,4,2,2,4
291,2,33,1,2,2,2,4,2,3,4,1,2,2,3,2,3,3,4,1,2,3,3,4,2,3,4,2,2,4
292,2,48,1,2,2,4,1,1,3,4,1,2,2,4,1,3,3,4,3,3,2,2,5,4,4,4,1,4,5
298,2,31,2,3,2,3,2,1,4,3,1,2,4,3,1,3,4,4,2,2,3,2,3,3,2,4,2,2,4
299,2,18,1,1,3,4,1,2,2,4,1,1,4,5,2,3,2,3,2,5,2,3,4,5,3,4,2,4,5
302,2,30,1,4,4,3,1,3,3,2,1,4,4,3,2,5,4,1,1,3,4,4,1,4,2,4,3,2,4
303,2,40,1,3,3,2,1,3,3,5,2,3,4,4,2,3,4,4,1,2,3,4,4,3,3,3,2,4,4
306,2,21,1,1,2,3,5,1,5,5,4,1,2,5,1,5,4,3,3,3,3,2,5,4,3,3,2,1,1
308,2,23,2,2,2,3,3,2,4,4,3,2,2,2,3,4,2,2,1,3,2,3,2,4,3,4,2,2,5
312,2,36,2,3,2,2,4,4,5,3,1,2,2,2,2,4,3,4,1,4,3,4,4,4,2,4,3,2,4
318,2,41,1,2,2,4,1,1,5,3,1,2,3,3,2,3,3,3,1,3,3,4,4,2,3,3,3,1,5
325,2,23,3,3,4,4,1,4,3,5,1,2,3,4,2,3,2,5,1,4,3,2,5,3,5,4,2,4,4
328,2,42,2,4,3,2,2,1,5,4,1,2,3,4,2,4,2,4,2,3,3,4,2,4,2,4,2,3,4
329,2,22,1,3,3,2,1,2,5,4,1,3,3,4,2,4,4,5,4,4,2,4,3,1,4,3,2,4,5
342,2,25,3,4,2,4,2,1,2,5,2,2,3,4,2,3,4,5,3,4,2,3,4,4,5,4,2,4,3
346,2,18,3,2,4,4,1,1,2,5,4,2,2,5,2,3,2,5,5,4,2,4,3,2,4,4,2,5,2
348,2,39,3,4,4,2,1,1,3,5,4,4,3,2,2,5,2,4,3,4,4,4,2,5,2,5,3,4,5
358,2,41,1,4,3,3,1,1,4,3,1,1,3,4,2,4,3,5,1,4,3,2,4,4,4,2,1,4,5
359,2,25,3,4,2,2,2,1,5,4,1,1,4,3,3,4,4,4,1,3,2,4,3,4,4,5,3,4,4
363,2,42,2,2,3,4,3,5,2,4,5,2,3,4,3,2,3,3,3,4,3,2,5,4,2,5,1,4,5
364,2,35,1,3,2,3,2,2,4,4,1,3,2,3,2,4,3,2,1,2,2,3,4,3,2,4,2,4,4
365,2,22,1,3,2,5,2,1,5,4,1,1,3,5,1,4,4,3,1,5,4,5,4,4,1,3,2,2,5
370,2,39,2,4,3,2,1,2,2,3,1,4,1,4,1,5,2,2,1,3,1,3,3,4,2,4,1,3,3
374,2,24,2,2,4,3,1,5,5,5,2,1,3,5,1,5,2,5,1,5,5,5,5,5,4,1,3,5,5
377,2,29,3,4,2,1,3,2,2,4,3,4,3,3,3,4,4,3,3,4,2,3,2,2,2,3,2,3,2
381,2,40,3,3,2,1,1,2,4,4,1,2,1,4,3,3,3,2,4,2,4,2,2,3,2,4,1,4,5
383,2,26,1,4,5,5,1,1,4,4,1,2,4,5,3,4,3,3,2,3,4,4,4,3,4,2,4,4,5
387,2,24,1,4,2,3,1,3,5,5,1,3,3,5,3,3,3,4,1,4,3,3,4,2,4,3,4,5,5
390,2,21,1,3,1,2,1,1,3,4,1,1,2,3,1,4,3,4,2,5,4,4,4,4,2,4,3,3,4
395,2,22,1,2,2,3,2,3,2,4,1,3,2,4,2,3,3,2,3,3,4,2,3,4,2,3,1,2,3
398,2,58,3,4,2,4,1,3,4,3,1,2,2,2,2,1,2,3,4,4,2,4,2,3,3,4,2,1,4
401,2,58,2,2,4,4,2,3,5,5,1,4,3,4,1,2,2,2,1,3,2,3,2,4,4,4,1,3,4
404,2,28,1,3,4,3,2,1,5,4,2,1,4,4,3,4,3,4,2,3,3,4,4,4,4,4,2,4,5
406,2,21,1,2,4,3,1,2,4,5,1,2,2,3,1,4,2,5,1,3,3,3,3,3,4,3,2,2,5
518,2,20,3,4,2,4,2,1,4,4,4,4,3,3,4,2,2,3,2,4,2,4,2,3,4,2,2,4,4
524,2,21,1,2,4,3,1,4,5,4,1,1,5,4,5,5,3,4,1,2,4,1,4,3,4,4,5,5,5
527,2,24,1,3,1,2,4,2,5,4,4,2,3,5,4,3,3,3,3,4,4,4,5,3,3,2,2,4,5
541,2,19,1,2,2,1,1,5,5,1,1,1,2,4,3,3,2,1,1,3,2,3,2,3,1,4,3,1,5
543,2,21,1,1,1,5,1,3,2,5,1,1,1,3,1,1,1,5,1,5,1,1,5,1,3,1,1,3,3
544,2,23,3,3,3,3,1,1,3,3,1,2,1,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2
548,2,21,1,4,3,4,1,1,5,5,1,4,4,3,1,4,3,5,2,4,3,5,4,4,4,4,3,3,4
550,2,37,2,4,5,2,2,5,4,5,2,2,3,2,2,2,2,5,1,5,2,4,1,3,5,3,3,2,3
551,2,29,2,3,4,1,2,5,3,2,1,3,3,5,3,4,1,2,3,5,3,2,1,4,2,4,3,4,2
552,2,25,2,2,2,3,1,1,3,2,2,1,2,3,2,3,3,2,2,1,2,2,3,3,2,4,2,3,2
557,2,22,1,3,3,4,2,2,3,5,1,2,2,5,4,3,2,2,2,3,2,2,3,2,2,3,2,4,4
559,2,36,1,1,4,3,2,2,3,4,1,1,4,4,1,4,3,2,1,4,4,4,4,4,1,4,4,2,3
564,2,23,1,2,4,3,1,2,2,4,1,1,3,2,2,3,2,3,1,4,3,2,3,4,4,3,1,3,3
571,2,17,1,1,2,2,1,3,5,5,1,1,1,2,1,3,2,4,1,1,4,3,3,3,1,4,2,4,5
575,2,36,2,2,2,4,2,2,5,2,2,2,2,2,1,2,2,2,1,1,4,2,3,4,2,4,2,2,4
581,2,22,2,3,1,2,1,2,4,5,2,3,2,3,2,5,5,5,3,3,3,2,4,4,4,5,2,3,5
583,2,17,4,4,5,4,3,5,5,4,1,3,4,5,2,4,4,5,3,4,5,5,3,4,4,3,4,5,5
587,2,39,2,3,3,3,2,1,5,4,1,3,2,2,2,2,3,4,1,3,4,4,2,3,2,3,3,3,4
590,2,23,1,1,2,3,1,3,2,3,1,1,3,3,1,3,3,2,1,3,2,4,2,3,2,4,3,2,4
593,2,26,4,4,4,4,4,4,3,2,1,2,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2
600,2,28,3,1,3,4,1,2,4,4,1,1,2,5,1,2,2,5,1,1,4,2,4,1,4,2,1,5,1
599,2,60,1,4,3,4,2,1,5,4,1,3,2,4,2,3,2,4,1,3,4,3,3,4,4,4,2,4,5
611,2,21,4,5,4,2,2,1,5,5,1,4,4,1,2,5,4,4,4,2,4,4,2,4,2,4,4,2,4
615,2,25,1,1,5,3,4,2,5,3,5,1,1,5,1,5,1,5,4,5,4,5,1,5,4,2,4,4,1
630,2,27,1,3,1,4,1,4,2,5,1,3,1,4,1,4,2,3,1,3,1,2,4,4,4,4,1,3,3
631,2,27,1,3,3,4,1,3,4,4,2,3,2,3,2,4,3,4,1,4,3,4,3,4,3,4,2,2,2
634,2,21,1,5,3,3,1,4,5,5,1,1,4,5,4,5,3,4,1,4,4,2,4,4,5,3,3,3,5
650,2,20,1,4,3,2,1,1,2,4,2,3,4,4,2,5,3,4,3,2,4,4,2,4,5,4,1,3,5
658,2,42,2,5,2,2,1,2,5,2,2,3,4,1,2,4,2,5,1,5,2,5,2,4,4,4,2,1,5
670,2,22,1,3,5,4,1,4,4,4,1,3,3,4,1,3,2,3,1,3,4,4,4,4,3,1,4,3,5
672,2,57,1,3,2,3,1,3,5,5,1,3,2,4,1,4,2,5,1,3,2,3,3,2,4,4,3,4,5
677,2,24,1,2,1,2,1,3,5,4,1,1,3,4,2,5,4,2,1,3,3,2,2,2,2,3,2,3,5
683,2,39,1,3,3,2,1,2,4,3,1,4,3,4,1,4,3,3,2,4,2,3,3,4,4,5,2,3,2
688,2,19,1,1,3,3,1,1,4,3,1,1,5,3,1,4,2,2,1,2,4,1,3,1,2,3,1,2,5
689,2,25,1,3,4,4,1,1,4,3,1,2,3,3,1,3,2,4,1,2,3,3,3,3,3,3,3,3,4
697,2,23,3,3,2,2,2,2,5,4,2,2,2,4,2,2,3,5,1,4,1,2,3,3,3,5,2,4,3
706,2,41,4,3,2,2,3,5,1,2,4,4,5,3,2,2,2,2,5,5,2,4,2,4,2,2,3,3,2
714,2,24,1,2,3,3,2,2,5,5,2,2,2,3,3,4,3,3,3,2,2,2,1,4,5,2,2,1,5
715,2,26,1,3,3,1,3,1,3,4,1,3,2,3,2,2,2,4,2,3,3,3,3,3,3,3,3,2,3
719,2,19,1,3,2,3,2,1,4,3,1,1,4,3,1,2,4,2,1,2,4,3,3,2,2,2,1,2,5
720,2,21,2,2,4,2,1,3,5,4,2,1,5,5,4,4,4,4,3,4,5,4,1,4,3,2,3,4,4
721,2,18,2,3,2,3,1,3,2,4,1,2,2,3,2,3,2,4,2,2,2,3,3,4,4,2,2,3,4
726,2,23,1,3,2,1,1,1,2,4,1,2,3,2,3,4,3,2,1,3,3,3,4,4,1,2,1,3,4
728,2,27,2,2,5,1,1,1,2,2,1,2,3,3,2,2,2,2,2,1,2,3,2,2,2,3,3,5,4
731,2,19,2,4,1,3,1,1,5,5,2,1,1,5,3,3,5,2,1,5,5,3,1,5,4,5,4,5,5
732,2,21,1,2,1,3,4,1,5,4,4,2,4,4,4,3,3,4,3,4,4,4,3,2,3,4,3,2,4
737,2,18,4,3,3,3,4,5,2,3,1,1,3,2,3,4,4,4,1,3,2,4,4,5,3,5,2,1,4
740,2,19,1,4,5,4,1,5,1,3,1,3,3,1,1,3,1,1,2,4,1,3,3,4,1,1,1,1,1
745,2,23,2,2,2,4,1,1,4,3,2,1,3,4,3,3,3,5,4,3,2,3,3,3,3,3,3,3,4
751,2,20,1,5,1,4,1,2,5,5,1,2,2,3,1,4,2,4,1,3,3,2,4,3,1,4,1,5,5
754,2,25,1,4,3,1,1,3,3,5,1,3,3,4,2,3,2,5,1,5,2,3,1,3,5,3,2,1,3
756,2,29,4,3,5,4,1,4,4,4,1,4,2,4,2,4,3,3,1,3,4,4,4,4,2,3,2,4,5
759,2,22,1,1,3,2,1,3,5,4,1,1,3,3,1,2,3,3,1,4,3,3,3,4,4,1,2,4,5
768,2,24,1,4,3,2,1,2,3,5,1,4,2,4,2,4,4,2,2,3,3,2,2,4,2,4,2,4,5
769,2,23,1,3,3,1,1,4,5,3,1,1,2,5,1,3,2,3,1,3,4,3,4,2,2,2,3,4,5
774,2,24,1,1,3,4,1,1,5,5,1,1,4,4,2,5,2,5,1,5,5,5,4,3,4,1,2,4,5
778,2,50,2,4,5,2,2,2,4,4,2,3,3,4,2,3,3,4,2,3,2,2,2,3,3,4,2,3,3
780,2,24,2,2,2,3,1,2,3,3,2,2,2,3,2,4,3,4,2,3,3,3,4,2,4,3,2,3,3
785,2,49,1,3,2,4,1,3,5,5,1,2,3,4,2,3,4,4,4,2,3,4,4,3,4,1,2,4,2
788,2,25,3,3,2,2,2,1,4,4,3,2,2,4,4,3,2,4,3,4,3,4,2,4,2,4,2,4,4
789,2,24,3,5,3,5,5,5,1,4,4,4,4,2,5,4,1,4,1,5,1,1,1,3,4,4,1,2,1
797,2,38,3,3,2,3,2,1,5,4,2,1,2,2,2,2,3,4,2,3,3,4,3,3,3,4,2,4,5
803,2,24,1,2,4,3,1,1,5,4,2,4,3,3,3,3,2,1,2,4,4,4,2,4,2,4,2,2,4
805,2,72,4,4,3,4,2,1,5,4,2,1,2,4,2,4,3,4,1,2,2,4,5,4,4,3,1,5,4
809,2,22,1,3,5,4,2,1,4,5,1,2,4,4,2,5,5,4,1,5,4,3,4,3,5,4,4,3,4
813,2,34,1,3,3,2,2,3,3,4,1,3,3,4,3,3,3,4,2,3,3,3,3,4,3,4,3,3,4
822,2,29,1,4,5,2,1,2,5,4,1,3,2,3,2,4,3,5,3,2,4,5,1,4,3,2,2,5,5
823,2,22,2,4,4,2,2,1,3,3,1,1,3,4,2,2,3,4,3,2,2,4,3,4,3,4,2,3,3
825,2,23,2,2,2,4,3,3,4,2,2,3,3,2,2,3,3,5,2,3,3,4,3,3,3,3,3,2,3
828,2,22,3,5,3,3,1,2,5,4,2,2,4,5,2,5,3,5,1,2,2,4,3,5,4,4,2,3,4
827,2,21,1,2,3,1,1,1,2,2,1,1,3,2,2,3,2,1,1,3,2,2,2,3,2,3,2,2,4
834,2,19,1,1,4,4,1,2,3,4,1,1,3,3,1,3,3,3,1,4,3,3,2,3,2,4,3,4,3
836,2,29,3,4,2,4,2,1,5,4,2,3,3,4,2,3,4,4,2,4,3,3,4,5,4,4,2,4,4
841,2,25,2,2,3,3,1,1,2,4,2,1,3,3,2,4,2,3,3,2,2,3,3,4,1,2,3,2,1
852,2,53,3,4,2,2,3,2,3,4,2,3,2,4,2,3,2,3,4,5,3,3,4,3,4,3,2,3,2
855,2,22,1,4,1,2,1,3,5,5,1,3,1,5,1,3,1,5,1,5,3,3,1,3,1,4,3,2,5
858,2,38,3,3,2,4,1,2,3,4,2,2,2,2,2,3,2,4,2,3,2,3,4,4,3,2,2,2,2
868,2,22,1,4,3,4,1,1,3,3,1,3,2,4,1,3,2,3,2,3,2,2,3,4,3,4,2,2,3
