id,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
1236,2,4,3,5,1,2,2,3,1,3,4,4,2,4,4,3,3,2,3,3,3,4,3,2,3,2,4
1237,1,1,2,5,2,2,5,4,2,1,5,2,3,3,3,4,4,3,2,3,4,4,4,2,2,3,5
1238,4,2,2,2,2,3,3,2,3,2,4,3,3,1,3,3,3,2,4,3,3,3,2,2,3,3,3
1239,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1240,3,2,2,4,1,2,5,3,1,1,5,2,4,1,3,5,2,1,5,2,4,2,5,2,2,4,4
1241,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1242,3,3,3,3,3,2,3,3,3,4,4,3,3,3,4,4,3,3,3,3,4,4,3,3,3,4,3
1243,2,3,3,4,2,2,4,4,2,3,4,2,2,3,4,4,3,3,4,2,3,4,4,4,3,2,3
1244,3,2,3,3,4,2,3,3,3,3,4,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4
1245,4,4,4,4,4,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
1246,3,1,4,3,1,3,5,3,1,1,5,1,2,3,3,5,3,3,5,3,1,4,5,3,4,3,5
1247,3,3,3,3,3,1,5,3,3,3,5,3,3,3,4,5,3,3,3,3,4,3,4,3,4,3,5
1248,4,4,4,4,4,3,2,4,4,4,3,4,3,4,4,4,5,3,4,4,3,4,4,4,4,4,4
1249,3,4,4,3,1,1,3,4,1,4,4,2,2,1,3,5,3,3,4,3,4,5,4,2,4,3,4
1250,4,3,3,3,3,4,3,4,4,4,3,4,5,3,4,3,3,3,4,5,4,4,5,4,4,5,4
1251,4,2,4,3,4,2,3,4,4,3,3,2,3,2,4,4,4,2,2,5,3,2,4,4,2,3,2
1252,1,3,4,4,2,3,4,3,1,1,4,3,2,2,3,4,3,1,5,3,3,4,3,1,4,4,4
1253,3,3,3,3,3,2,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,4
1254,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4
1255,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3
1256,3,3,3,5,3,3,2,3,3,2,3,3,2,2,2,4,3,3,3,2,4,4,2,3,3,3,3
1257,3,4,4,4,2,4,5,3,2,3,5,4,2,4,3,4,4,3,4,3,4,2,3,4,3,4,5
1258,2,2,3,4,2,2,4,2,2,2,4,4,2,2,4,5,3,3,3,4,3,2,4,3,4,2,4
1259,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1260,2,2,4,4,2,2,4,2,2,2,4,4,4,2,4,4,4,2,2,2,4,2,4,2,2,2,4
1261,3,4,5,5,2,1,4,4,3,3,4,4,4,3,5,5,5,4,3,5,3,4,4,4,5,5,4
1262,2,1,2,5,2,1,4,4,2,1,2,4,2,2,3,4,1,2,2,4,4,4,2,4,4,4,3
1263,5,5,2,2,2,5,5,5,5,2,5,5,5,5,3,5,5,2,5,5,5,5,3,5,5,5,5
1264,5,5,1,1,5,5,5,1,5,5,5,5,5,1,5,1,1,5,5,1,5,5,5,5,5,1,5
1265,3,3,4,4,3,2,4,3,3,3,4,3,4,2,3,5,5,4,3,3,4,4,4,3,4,1,5
1266,1,5,4,3,1,1,5,4,1,1,5,3,3,5,5,4,2,5,4,3,3,4,5,4,4,5,5
1267,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1268,2,2,4,4,2,2,4,4,2,2,4,3,2,3,3,4,3,2,2,3,4,3,4,3,2,4,4
1269,2,3,2,5,2,1,4,4,2,2,3,2,2,1,4,4,3,4,5,2,4,4,2,2,2,1,3
1270,2,3,3,4,2,2,4,4,2,2,4,4,2,3,2,5,2,2,4,2,4,4,4,4,4,3,4
1271,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1272,2,3,4,4,2,2,4,3,2,2,4,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3,4
1273,3,3,3,3,3,3,2,3,2,3,4,3,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3
1274,3,3,4,3,3,3,3,3,3,4,3,4,4,3,3,5,3,2,3,3,4,4,4,3,3,3,3
1275,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
1276,3,3,3,4,3,2,5,3,3,3,3,3,4,3,3,5,3,3,4,3,3,3,4,3,3,3,5
1277,4,4,5,3,5,5,3,4,3,3,4,4,3,4,4,3,2,5,3,4,4,4,4,4,4,5,3
1278,2,4,2,3,2,2,3,3,2,2,4,3,3,4,4,3,3,3,2,3,2,4,3,3,2,2,3
1279,3,2,3,4,3,1,3,4,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,5
1280,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1281,5,5,3,5,3,1,5,3,4,3,3,3,5,5,4,5,4,3,3,4,5,5,5,1,3,5,3
1282,3,4,3,4,4,3,4,4,3,2,3,3,3,3,4,5,3,3,3,3,4,3,4,3,3,2,4
1283,2,4,2,4,2,3,4,1,1,1,4,4,2,1,4,5,3,4,4,3,4,3,3,3,3,4,4
1284,1,1,4,5,1,1,5,4,1,1,5,2,2,1,4,5,1,2,4,2,5,1,2,2,4,4,5
1285,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,5,3,3,3,4,3,3,3,4,3,3,3
1286,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1287,4,3,3,3,4,3,4,3,4,3,4,2,4,3,3,3,3,3,4,3,4,3,3,4,3,3,4
1288,4,5,3,3,4,2,3,3,4,5,3,3,3,2,4,3,5,5,3,5,3,5,4,4,2,4,3
1289,4,3,5,3,3,3,5,4,3,5,5,4,5,3,4,5,3,3,4,3,3,4,1,5,4,5,4
1290,1,5,4,5,1,2,1,4,1,2,1,2,4,5,1,5,2,1,1,4,5,2,5,4,1,1,1
1291,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1292,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1293,2,3,3,4,3,2,3,4,2,3,3,2,3,3,3,4,4,2,3,4,4,4,4,3,3,4,4
1294,3,3,3,4,2,2,3,3,2,2,4,3,2,3,4,5,4,3,3,3,3,4,3,3,2,4,4
1295,2,3,3,3,2,2,3,4,2,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,4
1296,2,3,3,3,2,2,3,3,2,2,3,3,2,3,3,3,4,3,3,2,3,2,3,3,3,2,3
1297,2,1,3,5,1,1,5,5,1,1,3,3,1,2,3,4,3,2,4,3,3,4,5,1,3,3,5
1298,3,4,3,4,4,2,4,3,3,4,4,2,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4
1299,2,3,5,4,2,1,4,3,2,1,5,4,2,3,2,5,3,3,4,2,4,4,4,4,5,4,4
1300,2,2,1,4,2,1,3,3,2,2,4,3,2,2,2,4,2,2,2,3,2,3,4,2,2,4,4
1301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1302,3,3,3,4,4,2,5,4,2,2,4,2,4,3,4,5,3,3,4,3,4,4,4,4,3,3,5
1303,4,3,4,4,3,3,4,3,3,2,4,4,2,4,4,4,4,4,3,4,4,4,3,3,3,4,3
1304,4,3,3,2,2,2,4,3,3,2,4,3,3,2,2,2,3,3,2,3,3,3,2,3,4,4,3
1305,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,3,4
1306,3,4,3,4,3,2,4,3,3,2,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4
1307,2,3,2,4,3,3,4,3,2,3,4,3,3,3,3,5,3,2,4,3,3,4,4,3,3,3,4
1308,2,3,3,4,3,2,3,4,2,2,4,4,3,2,3,4,3,3,2,3,4,2,3,3,3,3,4
1309,4,4,4,4,4,3,4,3,4,4,3,4,4,2,4,4,5,4,4,3,5,3,3,5,4,5,3
1310,3,4,3,4,3,2,4,3,3,2,3,2,3,4,3,5,4,4,4,4,5,5,4,3,4,4,3
1311,4,3,4,4,3,3,4,3,3,3,4,4,3,3,3,3,4,3,4,4,4,3,4,3,4,3,4
1312,5,1,1,5,5,3,5,3,3,3,5,1,5,5,5,3,4,4,5,5,5,4,4,3,5,1,5
1313,2,4,2,3,3,1,3,3,2,4,3,2,3,3,3,4,4,3,3,3,4,4,2,3,2,4,3
1314,3,3,3,2,2,2,4,3,2,2,5,3,3,3,4,5,4,3,4,4,3,3,3,2,3,3,4
1315,2,3,3,5,2,1,5,4,1,1,5,1,4,2,5,5,2,5,5,4,4,3,3,4,5,1,4
1316,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1317,2,4,3,3,2,2,3,3,2,2,3,4,2,2,3,4,3,2,3,4,4,3,3,2,2,4,3
1318,4,4,4,4,3,2,4,4,3,3,4,2,4,3,4,4,4,4,4,4,4,3,2,3,3,4,4
1319,4,4,4,4,2,3,5,4,4,4,4,3,4,4,3,5,5,3,4,4,4,4,4,4,4,4,4
1320,2,3,4,4,2,2,4,3,2,2,4,2,4,2,3,4,3,3,4,3,3,3,3,3,3,2,4
1321,1,4,4,5,3,1,5,4,1,2,4,1,1,2,4,4,2,2,4,4,4,3,4,3,4,4,4
1322,2,3,3,3,2,2,3,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3
1323,2,4,5,4,3,3,5,1,4,2,5,1,2,4,3,3,5,4,4,2,3,2,3,4,4,2,4
1324,3,3,4,3,3,2,5,4,1,1,5,3,2,2,3,5,5,4,3,5,4,4,2,2,5,3,5
1325,2,4,3,4,2,2,3,3,1,2,3,3,2,3,2,4,2,2,2,4,4,4,4,4,4,4,4
1326,3,3,3,4,2,2,3,3,4,3,4,3,3,3,3,5,4,3,3,4,4,4,2,2,3,4,3
1327,2,4,2,4,2,4,4,4,2,2,4,2,2,4,2,4,4,2,4,4,4,2,4,2,2,4,4
1328,2,4,2,3,4,4,3,3,4,3,3,3,4,4,4,5,3,4,3,3,3,3,4,4,3,2,3
1329,3,4,3,4,3,3,4,4,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,4
1330,3,3,4,5,3,2,4,5,3,3,3,3,3,4,2,5,4,3,4,3,4,3,5,4,3,4,4
1331,3,2,3,3,3,3,5,3,3,3,5,3,2,2,3,5,3,3,3,3,3,4,3,3,3,3,5
1332,3,4,3,5,4,3,3,4,5,3,3,5,4,3,4,4,4,4,3,5,3,5,4,4,5,4,4
1333,1,3,3,5,1,5,2,5,1,1,1,5,1,5,2,5,3,1,1,1,5,3,4,1,1,5,2
1334,2,3,3,4,3,3,4,4,2,3,3,3,4,3,3,4,3,2,3,4,3,3,3,4,3,4,3
1335,2,3,3,3,3,3,5,3,1,3,4,4,3,4,3,5,3,3,4,2,3,2,3,2,2,3,5
1336,2,2,2,2,4,4,5,2,4,4,4,2,2,4,4,4,4,4,4,2,4,4,2,2,4,4,5
1337,3,3,3,4,3,3,3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,4,3,3,3,3,3
1338,3,2,3,3,2,3,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3
1339,2,3,4,4,4,2,4,4,2,3,4,2,2,2,3,4,4,3,4,3,4,3,4,4,2,4,3
1340,2,3,4,3,3,2,4,4,2,2,2,2,4,3,2,2,4,3,2,3,4,4,3,2,3,3,4
1341,2,2,2,4,2,2,4,4,2,3,4,3,2,2,4,4,4,3,4,3,4,3,4,2,2,4,4
1342,2,1,1,4,2,1,5,5,1,1,5,5,4,1,3,5,2,4,5,4,5,4,5,4,2,3,5
1343,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,2,4,4,5,3,3,3
1344,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1345,2,3,4,5,2,1,3,5,3,3,3,2,3,3,3,5,4,4,3,3,2,3,2,3,3,3,3
1346,4,4,4,4,3,4,5,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,5
1347,3,3,3,3,3,2,5,4,2,3,5,3,3,3,4,5,3,2,3,5,3,3,4,3,3,3,5
1348,4,4,2,4,3,2,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,2,2,2,3
1349,5,3,4,4,5,3,5,4,5,5,5,1,4,2,3,5,5,4,5,4,4,4,4,4,4,3,5
1350,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4
1351,1,4,3,5,2,4,3,4,1,2,4,3,3,3,3,4,2,3,4,3,3,3,4,3,4,4,5
1352,3,4,4,4,3,2,4,4,2,4,4,2,4,4,3,5,4,5,3,4,3,4,4,3,4,4,5
1353,4,4,3,4,2,1,3,3,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,2,3,2,3
1354,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,4,3,3,3
1355,3,3,3,3,3,3,3,3,4,2,3,3,3,2,3,3,4,3,3,4,3,4,4,3,3,4,2
1356,4,2,3,3,4,3,4,3,2,4,3,2,3,2,4,2,3,3,3,2,3,4,3,3,3,2,3
1357,3,2,3,3,3,3,4,3,2,3,4,2,3,3,3,5,3,3,3,3,4,2,3,3,4,3,4
1358,3,3,4,5,3,3,4,3,2,3,3,3,2,3,3,5,4,3,3,3,4,4,4,3,3,4,3
1359,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,4
1360,2,3,4,3,3,2,5,4,2,2,4,2,2,3,3,3,4,3,4,3,4,3,4,3,3,3,4
1361,2,2,3,4,2,2,4,4,2,2,4,4,1,3,3,5,5,2,4,4,5,3,3,2,4,2,3
1362,4,4,4,4,3,3,4,4,3,2,4,3,4,3,4,5,4,2,3,4,4,4,4,4,4,4,4
1363,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,5,3,2,3,3,3,4,4,3,3,3,4
1364,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1365,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1366,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1367,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4
1368,3,3,3,3,2,2,4,3,2,2,4,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,4
1369,2,3,3,3,3,2,4,2,2,3,5,3,2,3,4,4,4,2,3,3,2,3,3,3,3,4,5
1370,3,3,3,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3
1371,3,3,2,4,2,2,4,4,2,2,4,4,2,4,2,4,3,3,2,3,4,3,4,2,3,4,4
1372,1,3,3,5,2,1,3,4,1,3,2,3,3,3,4,4,3,2,2,3,3,3,3,3,2,3,4
1373,4,2,4,4,3,1,5,4,2,3,2,4,2,1,3,5,3,3,4,4,4,4,4,4,2,4,4
1374,2,3,3,4,3,2,4,3,3,2,4,4,3,2,4,5,4,4,4,3,4,4,4,4,3,4,4
1375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
1376,5,4,2,4,5,4,3,5,5,5,1,1,4,3,3,4,5,4,3,4,4,5,3,3,2,4,3
1377,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3
1378,3,3,4,4,2,3,5,4,3,2,4,3,2,3,4,5,4,4,4,4,4,3,4,3,3,4,4
1379,3,3,3,4,3,2,4,3,2,2,3,2,3,2,3,4,3,3,3,3,4,4,3,3,2,2,4
1380,2,3,3,4,3,2,4,3,2,3,4,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,4
1381,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1382,2,2,4,3,2,1,4,3,3,2,4,3,4,3,4,5,4,2,4,4,4,4,2,3,2,3,4
1383,1,2,2,4,1,3,5,5,1,2,4,1,2,4,4,5,4,2,4,3,2,1,3,3,2,3,4
1384,3,3,4,4,2,3,4,3,2,2,3,4,2,3,4,5,3,3,4,3,3,4,4,4,3,4,3
1385,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,3,3
1386,4,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3
1387,2,4,3,4,2,2,4,4,2,2,4,3,3,3,2,4,4,3,4,3,4,4,4,4,3,4,4
1388,3,3,3,4,2,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3
1389,2,2,3,3,3,1,4,3,1,2,3,1,2,3,3,5,2,4,3,3,3,3,4,4,3,3,4
1390,3,4,4,4,2,3,5,4,3,2,4,4,2,4,4,4,3,4,5,3,3,4,3,3,4,3,4
1391,4,3,4,3,2,4,4,3,3,2,4,4,3,2,4,3,4,4,4,4,3,3,3,3,3,3,4
1392,4,4,3,4,5,2,4,5,2,3,3,3,4,3,3,5,2,3,3,4,3,2,5,4,2,4,2
1393,2,3,3,3,2,3,3,3,3,2,4,4,3,4,3,3,3,2,3,2,3,3,3,4,2,3,2
1394,1,3,3,4,3,3,4,4,1,2,4,2,3,4,3,5,3,3,3,1,5,4,3,3,4,4,3
1395,2,3,3,4,2,2,4,4,1,2,3,4,2,3,3,4,2,3,2,2,4,3,4,3,4,4,3
1396,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1397,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
1398,3,3,3,3,2,3,4,4,3,2,4,3,3,3,3,4,3,2,2,3,3,3,4,2,3,4,4
1399,2,2,2,4,2,2,3,4,2,2,2,3,2,2,2,4,2,2,2,2,4,2,3,2,2,4,3
1400,3,3,4,4,3,4,4,3,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,4,4,2,4
1401,5,5,4,3,3,3,5,4,5,5,5,4,3,5,4,5,4,5,4,5,3,4,3,4,5,4,3
1402,2,4,3,5,3,1,4,4,3,3,3,3,3,4,3,5,2,2,2,3,5,4,4,4,2,2,3
1403,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,5,3,3,4,3
1404,3,3,4,3,3,3,3,4,4,3,3,3,3,3,4,5,4,3,3,3,4,3,4,3,3,4,4
1405,3,2,4,3,3,2,5,3,4,3,3,3,3,2,3,3,3,3,4,4,3,4,3,3,4,3,2
1406,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3
1407,2,2,2,5,4,2,5,4,3,3,4,4,2,4,4,5,3,2,4,3,4,4,4,4,2,4,4
1408,4,4,3,3,3,4,3,3,4,3,3,4,4,4,3,3,4,4,4,3,2,3,3,3,3,3,3
1409,1,3,4,4,1,1,4,5,2,3,4,3,1,4,3,5,3,2,4,4,2,3,5,4,4,4,5
1410,4,3,4,4,3,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
1411,1,3,3,4,1,2,4,4,2,3,3,3,3,3,2,5,4,3,4,4,4,4,5,3,4,3,4
1412,3,2,4,4,2,2,3,3,3,3,3,2,3,3,3,4,3,4,3,2,4,3,4,4,3,4,4
1413,2,2,3,3,3,2,4,2,2,3,3,2,4,4,3,4,2,2,3,3,3,4,3,4,3,3,4
1414,3,3,3,3,2,3,4,3,3,3,4,3,3,3,4,5,3,3,2,3,4,3,3,3,3,4,4
1415,3,3,3,4,2,2,5,4,3,3,5,2,3,4,3,5,3,3,3,3,4,3,4,4,3,3,4
1416,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,2,2,3,3,3
1417,3,3,4,4,3,3,5,4,2,2,4,3,5,4,4,3,4,3,4,3,3,3,4,2,3,4,4
1418,1,3,2,5,2,1,3,4,1,1,3,2,1,2,4,5,2,2,3,3,5,3,4,2,3,2,4
1419,1,4,5,5,2,1,4,5,4,3,4,2,2,1,4,5,4,4,4,4,4,4,4,3,3,5,4
1420,2,4,3,4,2,2,3,5,2,2,4,3,3,1,4,3,5,2,3,3,4,4,4,3,2,3,4
1421,3,4,4,4,3,2,4,4,3,3,4,3,2,4,4,5,5,3,4,5,4,4,4,5,4,4,4
1422,3,3,3,4,3,3,4,4,2,2,4,4,3,3,4,4,4,4,4,3,4,2,3,2,3,4,4
1423,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1424,2,2,3,5,1,2,2,1,1,2,5,5,1,4,4,5,2,3,2,2,5,4,4,4,2,4,4
1425,2,3,3,4,2,3,5,5,2,3,5,3,3,3,4,5,3,2,4,3,4,3,4,4,4,4,5
1426,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,5,3,4,4,3,4,4,4,5,4,3,4
1427,2,3,2,5,1,1,4,4,1,2,4,4,2,3,2,5,4,2,4,2,5,4,5,3,2,3,5
1428,5,4,5,4,3,3,5,5,5,4,5,3,5,3,3,5,5,5,5,5,5,5,3,4,5,5,5
1429,2,3,3,3,2,2,5,3,1,1,4,4,3,3,3,4,3,4,3,4,3,4,3,1,2,4,3
1430,4,4,3,4,3,4,4,3,4,3,4,5,3,4,5,5,4,4,3,4,4,5,4,5,5,4,4
1431,3,4,2,4,2,3,3,3,3,3,2,3,4,4,3,4,3,4,2,3,3,3,4,3,2,3,3
1432,3,4,5,5,1,4,5,3,3,3,5,4,1,3,5,5,4,3,5,3,4,4,4,3,4,4,5
1433,1,2,2,4,2,1,5,3,3,3,4,2,4,1,4,4,4,2,4,4,4,2,3,2,2,2,5
1434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1435,2,3,3,3,3,3,4,3,3,3,3,3,4,2,3,4,4,4,3,5,2,4,3,3,3,4,4
1436,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3
1437,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1
1438,2,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3
1439,2,2,4,4,3,4,5,3,3,4,3,3,2,3,4,4,4,2,4,4,4,4,4,4,4,4,3
1440,1,3,1,5,1,1,5,3,1,3,1,1,1,3,3,5,1,5,3,1,3,1,3,3,1,5,1
1441,4,4,5,5,5,4,5,5,4,3,5,5,4,4,4,5,5,4,4,4,4,3,5,4,5,5,4
1442,2,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4
1443,3,3,3,2,3,1,3,3,3,3,4,2,2,1,1,3,3,3,4,3,3,4,3,2,3,4,2
1444,2,2,3,4,2,1,4,5,2,3,4,2,2,3,3,5,2,2,4,2,4,4,3,2,3,4,4
1445,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1446,2,4,4,4,3,1,5,4,4,4,4,2,3,3,4,5,3,3,4,3,4,4,4,4,3,4,5
1447,2,5,3,1,4,2,4,5,4,5,3,1,4,3,1,5,4,4,4,4,2,4,3,5,2,2,5
1448,4,4,3,3,2,1,4,3,3,3,2,2,3,4,4,5,4,2,3,4,4,4,4,3,4,4,4
1449,3,2,3,2,1,4,4,5,1,1,2,4,2,4,2,5,2,2,2,1,1,5,3,5,2,5,3
1450,2,2,3,5,1,2,3,4,2,3,3,5,2,3,2,4,4,4,3,4,4,3,4,3,2,4,3
1451,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,2,3,3,4
1452,2,3,4,4,2,1,5,4,1,2,5,2,1,2,3,5,2,3,4,3,4,3,4,2,3,2,4
1453,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1454,2,4,4,3,2,1,4,4,1,4,4,4,2,4,3,5,2,4,4,3,5,4,4,4,2,2,5
1455,3,4,3,3,3,2,4,3,2,3,3,3,3,3,4,4,3,3,4,3,3,3,3,2,2,4,4
1456,3,2,3,4,3,2,3,4,3,4,4,4,2,3,4,5,3,2,4,4,4,4,4,3,3,2,4
1457,5,5,5,3,5,1,5,3,5,5,5,2,5,1,3,5,4,5,5,5,1,5,5,5,5,2,5
1458,3,3,3,3,3,2,3,3,3,3,4,2,2,3,2,3,3,2,3,4,4,3,3,4,3,3,3
1459,2,4,4,2,4,4,4,4,3,3,5,4,3,4,5,4,5,4,3,4,2,5,2,4,4,4,3
1460,2,2,4,4,2,2,4,2,4,2,4,3,2,4,4,2,4,2,3,2,3,2,2,2,4,2,4
1461,3,3,3,4,3,2,3,3,2,3,3,3,2,2,4,5,3,3,3,3,3,4,4,3,3,2,4
1462,2,5,2,5,2,2,5,4,3,4,4,2,2,3,4,2,4,4,4,2,4,4,4,4,2,3,4
1463,2,3,3,3,3,4,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3,4,5,3,3,2
1464,4,3,4,4,2,2,4,4,2,2,4,3,3,3,4,4,4,4,4,4,4,4,4,2,3,4,4
1465,2,3,3,4,2,3,4,5,2,2,4,4,3,4,4,4,3,2,3,2,4,3,4,4,3,4,4
1466,2,2,4,4,2,1,4,4,1,2,4,2,4,4,2,5,3,2,4,3,4,4,4,3,3,4,3
1467,2,2,2,4,2,1,4,4,2,2,4,3,2,2,3,4,3,2,2,4,4,4,4,4,4,2,3
1468,1,2,1,5,2,2,2,2,1,3,3,1,3,2,2,4,2,3,3,2,4,3,4,1,1,4,4
1469,1,1,5,5,2,1,5,5,1,1,5,4,2,1,2,5,2,3,3,2,4,1,5,3,3,4,5
1470,3,3,2,4,3,2,4,4,3,3,2,3,2,2,4,4,4,2,3,3,4,3,3,2,2,3,3
1471,2,3,2,2,3,1,4,3,3,2,4,2,3,3,3,5,3,3,3,3,2,4,4,1,3,3,4
1472,3,4,3,4,3,2,5,3,3,3,3,2,4,2,3,4,3,3,3,5,3,5,4,4,3,4,3
1473,2,3,2,4,2,1,4,3,2,2,4,2,2,3,4,4,3,3,3,3,4,3,4,3,3,2,4
1474,2,2,3,4,2,1,1,3,1,1,3,3,3,3,1,5,3,2,3,3,3,3,4,4,2,2,4
1475,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3
1476,2,4,3,4,1,3,4,4,2,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4
1477,2,2,2,4,2,2,3,3,2,2,2,3,4,4,2,4,3,2,3,4,2,3,4,3,2,4,3
1478,1,1,3,4,1,3,2,5,1,1,2,3,1,3,3,5,4,2,2,2,4,4,4,2,2,3,2
