id,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
1,4,3,4,5,5,1,4,5,4,3,2,2,4,4,3,5,4,2,3,3,4,2,4,5,4,2,4
2,3,4,4,4,3,2,3,4,3,3,3,4,4,4,4,5,4,2,4,4,4,4,3,3,2,4,4
3,3,3,3,4,2,2,3,4,2,3,4,3,2,2,4,4,4,3,3,3,4,3,4,3,4,3,3
4,4,3,3,4,3,1,5,3,3,3,3,3,4,3,3,5,3,3,4,4,3,4,3,3,4,4,4
5,1,4,3,4,1,1,5,1,1,1,5,1,5,2,4,4,1,1,5,5,4,5,1,4,3,1,5
6,2,4,3,4,2,3,4,4,2,4,3,4,2,3,4,4,5,4,2,3,2,4,4,3,2,4,4
7,4,4,4,4,5,4,4,5,5,4,5,1,4,4,4,5,5,4,5,5,4,5,4,5,5,4,5
8,2,2,3,5,2,1,4,4,1,2,2,2,2,3,3,5,3,2,2,3,4,3,4,2,2,3,3
9,4,3,5,3,5,1,5,5,4,3,5,1,4,4,5,4,5,5,5,3,2,4,2,3,5,2,5
10,1,4,4,4,2,2,2,2,1,4,2,2,2,4,4,5,4,4,2,4,4,4,4,4,4,2,4
11,2,4,4,4,3,1,4,4,2,2,4,3,2,2,4,5,4,4,3,4,4,4,3,4,4,4,4
12,4,2,2,5,2,2,5,4,3,3,4,2,3,4,3,5,2,2,4,3,3,3,4,3,2,3,5
13,1,4,2,5,2,1,5,4,1,3,4,3,2,4,3,4,3,2,5,2,4,4,4,3,3,4,5
14,2,4,4,2,2,1,5,2,1,2,4,2,3,2,2,5,4,2,4,4,2,2,3,4,4,2,5
15,2,2,4,4,2,3,4,1,2,2,3,2,4,2,4,5,3,3,4,3,3,3,4,2,4,2,4
16,3,3,3,4,3,3,4,3,2,2,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4
17,3,4,3,5,4,4,5,1,1,3,4,1,3,4,5,2,4,5,4,3,3,4,3,3,4,1,5
18,1,2,1,4,1,1,2,4,1,1,2,4,1,2,4,5,2,2,1,2,3,4,4,2,1,3,2
19,2,3,2,4,3,1,5,4,2,4,4,3,3,3,3,5,3,1,4,3,3,3,1,4,1,3,5
20,2,3,1,4,3,3,3,3,3,4,1,5,3,3,2,5,3,3,3,3,3,3,4,3,2,3,2
21,1,2,2,4,1,1,4,5,1,2,3,3,1,3,5,5,4,1,4,2,4,2,3,1,3,2,4
22,2,2,2,4,2,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,4,2,3,3,2,2,3
23,3,3,3,3,3,2,4,3,3,4,3,2,3,3,2,4,4,2,4,4,3,4,2,4,3,3,3
24,2,3,3,3,2,2,3,3,2,2,2,3,2,3,3,3,2,2,2,4,3,3,3,2,2,3,3
25,2,2,3,4,1,1,2,4,2,3,2,3,2,4,3,5,3,3,2,2,5,4,4,3,2,4,2
26,1,2,3,3,3,1,4,3,2,2,4,3,2,2,3,4,2,2,4,2,3,3,4,2,3,2,4
27,2,3,4,4,2,3,4,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4
28,3,2,4,5,2,3,5,5,3,2,5,5,2,2,3,5,4,4,5,4,4,3,4,2,2,3,2
29,2,4,2,4,4,2,3,3,3,3,3,1,4,2,4,3,3,2,3,3,4,4,3,4,2,2,3
30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,4
31,4,3,4,4,2,2,5,4,3,2,5,4,1,4,3,5,4,3,4,3,3,3,4,3,4,4,5
32,1,1,3,3,3,1,5,3,1,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,1
33,2,3,3,5,2,2,3,5,4,2,4,4,1,2,3,5,2,4,2,3,4,3,3,3,3,4,3
34,1,2,4,4,1,1,5,4,1,2,4,4,2,2,4,4,2,3,4,4,5,3,1,3,4,5,4
35,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3
36,1,3,4,4,2,1,4,3,2,2,3,2,2,4,4,5,4,2,4,2,2,4,4,3,3,3,3
37,1,1,5,4,3,1,5,4,1,1,5,1,3,1,4,5,3,3,5,4,4,1,4,3,4,5,4
38,3,3,3,4,4,2,4,3,4,2,4,2,3,4,4,5,4,2,3,4,4,4,4,3,2,2,3
39,3,3,3,2,3,3,4,4,3,3,4,3,3,3,4,5,3,3,4,3,4,3,3,4,4,3,4
40,4,3,4,2,4,3,4,4,4,4,4,4,4,2,2,4,3,3,4,4,4,2,4,2,4,2,4
41,2,3,4,5,3,1,5,2,4,2,5,5,1,2,5,5,4,2,5,2,5,3,5,2,4,3,5
42,2,2,4,4,3,2,4,4,3,2,4,5,3,3,4,5,4,2,4,3,3,4,4,4,4,2,4
43,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3
44,2,2,3,5,2,2,5,3,2,2,4,5,2,4,3,3,3,4,4,3,4,3,3,3,3,4,4
45,2,3,3,4,2,2,4,3,2,1,4,2,3,3,4,4,4,3,4,3,4,4,4,4,2,3,4
46,3,3,4,4,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,4,3,3,4,3,3,4
47,2,2,3,4,2,3,3,3,3,3,3,4,3,3,4,4,3,5,3,3,4,2,2,3,3,4,5
48,2,3,4,4,2,2,2,4,2,3,3,2,3,3,3,5,2,3,3,3,4,3,4,3,3,3,4
49,4,4,4,4,3,2,4,3,4,4,4,2,3,3,3,5,4,3,3,4,4,4,2,3,3,5,3
50,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51,2,3,5,4,3,4,3,3,3,3,4,4,3,3,3,5,3,4,4,4,3,3,3,3,3,4,4
52,3,4,4,4,2,2,4,4,2,4,3,3,2,2,3,5,3,2,4,3,4,4,4,2,2,3,4
53,4,3,3,4,3,3,3,4,3,4,4,3,4,4,4,5,4,4,3,4,4,4,4,4,4,3,4
54,4,3,2,4,5,2,4,2,4,2,5,2,4,2,4,5,4,2,4,5,2,4,2,4,2,2,5
55,3,4,1,4,2,3,3,3,1,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4
56,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
57,3,3,3,4,4,2,3,4,3,2,3,4,3,3,3,4,3,3,3,3,4,2,4,3,3,4,3
58,4,3,3,3,2,2,3,2,2,4,3,4,4,3,3,3,2,3,3,3,3,3,2,3,2,3,2
59,2,2,1,4,2,1,4,4,3,4,5,2,3,1,5,3,2,5,3,5,4,4,1,5,2,4,5
60,1,2,4,4,3,1,4,4,1,3,3,3,3,2,2,4,4,4,2,3,3,4,5,2,3,2,4
61,2,4,2,4,2,2,4,4,3,4,4,4,4,2,4,4,4,2,4,2,4,2,4,2,4,4,4
62,3,3,3,3,3,1,4,4,3,3,4,2,4,2,3,4,4,2,4,4,2,4,2,4,4,3,4
63,2,2,3,5,3,2,5,4,3,1,4,2,3,3,4,5,4,3,4,4,4,4,3,2,3,4,4
64,2,2,2,4,1,2,1,4,3,2,1,3,2,4,4,5,4,3,3,2,5,3,3,2,3,4,3
65,1,2,3,4,2,2,4,2,2,2,3,4,2,2,3,3,2,2,2,3,3,3,3,2,2,3,4
66,2,4,2,4,3,3,3,4,3,2,4,3,2,2,3,5,3,2,3,3,2,4,4,4,3,5,3
67,3,3,3,4,3,2,4,3,3,3,4,3,3,3,3,4,4,2,3,4,3,4,4,3,3,3,4
68,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,3
69,3,5,5,5,2,1,5,3,1,3,5,4,3,3,4,4,5,3,4,5,3,3,4,4,5,5,3
70,3,4,3,5,4,2,5,3,4,3,5,5,3,3,4,4,4,3,4,4,4,4,4,3,4,4,5
71,3,3,3,5,2,3,5,4,3,3,4,4,3,3,4,5,4,3,4,3,3,4,4,4,2,3,4
72,1,3,3,5,5,1,5,5,4,3,5,1,5,1,5,5,5,3,5,4,5,3,5,3,5,1,5
73,3,4,3,4,3,3,3,4,3,2,3,3,4,3,3,5,2,2,3,3,3,4,3,3,3,2,4
74,3,4,3,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
75,3,3,3,3,3,3,4,3,3,2,4,3,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3
76,4,4,3,5,2,3,5,5,3,4,4,1,4,4,5,4,5,3,4,5,4,4,5,2,3,5,5
77,3,4,3,3,2,3,5,3,2,3,5,5,3,4,5,5,5,2,3,4,5,4,4,2,5,5,5
78,2,3,2,5,2,3,3,2,2,3,2,4,1,4,3,4,2,2,3,2,4,3,4,3,2,3,3
79,2,3,4,4,3,2,5,4,3,4,5,2,3,2,4,5,4,2,4,3,4,4,4,4,3,3,4
80,1,2,4,4,1,3,5,3,1,1,1,5,3,3,3,4,2,2,2,1,3,3,3,2,1,3,2
81,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
82,3,3,3,3,3,2,4,4,2,2,4,3,4,3,3,4,3,3,3,3,3,3,4,2,3,3,4
83,3,4,4,4,3,3,4,3,3,2,4,4,3,2,4,5,4,2,3,4,3,4,4,3,3,4,4
84,3,4,3,4,3,2,3,4,3,3,4,3,3,4,4,3,3,4,4,4,3,4,3,2,3,4,4
85,2,3,4,3,2,2,4,3,1,1,4,2,3,3,3,4,3,3,4,4,4,2,4,3,4,2,4
86,4,4,4,4,2,2,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4
87,2,3,3,5,3,2,5,4,2,2,4,3,3,3,4,4,3,3,4,2,4,3,4,3,3,4,4
88,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
89,5,4,4,5,3,2,3,4,3,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,3,5
90,3,3,3,5,5,1,5,5,4,5,3,3,4,4,3,5,4,1,3,3,4,3,4,3,2,5,5
91,3,2,4,2,2,1,5,2,2,2,4,2,2,2,2,4,4,2,3,4,3,4,3,2,4,2,4
92,3,4,5,4,4,4,5,4,2,1,4,3,4,4,4,5,5,5,2,5,3,3,4,3,4,4,2
93,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
94,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,3,3,2,3,3
95,1,3,2,1,3,1,1,1,2,2,3,1,2,3,3,5,3,2,4,3,2,3,2,2,3,1,3
96,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
97,3,2,2,4,2,2,2,4,1,2,2,4,1,2,5,4,4,3,1,4,4,4,4,4,2,4,3
98,3,3,3,3,3,2,3,2,2,3,3,3,4,3,3,5,2,3,3,3,3,2,3,3,4,2,3
99,3,4,5,2,3,2,3,4,3,3,3,2,3,3,3,5,4,3,3,4,3,4,3,4,3,4,3
100,2,3,2,4,2,2,3,4,2,2,4,4,2,3,2,4,4,4,2,2,2,3,4,2,2,4,4
101,2,3,2,3,3,2,4,3,3,2,4,3,3,3,3,4,4,2,3,3,3,4,3,4,3,2,4
102,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4
103,1,2,2,5,1,1,4,4,1,3,3,4,1,4,3,5,2,4,4,2,5,4,4,4,4,4,3
104,3,2,3,4,2,3,4,4,3,3,3,4,2,4,3,4,4,4,2,4,4,4,4,3,3,3,3
105,1,4,4,4,1,3,3,4,1,1,3,4,1,3,4,5,1,3,3,1,3,4,4,3,1,4,1
106,3,3,3,3,3,2,4,4,3,3,4,2,3,2,4,4,2,3,3,4,4,4,4,3,2,4,4
107,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
108,1,3,4,5,2,2,4,3,1,2,4,2,2,2,4,5,3,4,4,5,4,3,2,1,3,5,5
109,3,4,4,4,3,3,5,3,3,3,4,4,4,4,5,5,5,3,5,4,4,3,4,3,4,4,5
110,3,3,4,3,3,2,4,4,3,3,4,1,3,3,4,5,4,3,4,4,4,5,4,4,4,4,4
111,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3
112,2,4,3,4,2,2,4,4,4,4,5,2,2,4,4,5,4,4,3,4,4,5,4,2,2,4,5
113,1,2,4,4,2,1,4,4,1,2,2,2,2,1,3,5,4,5,4,4,3,4,4,1,2,2,4
114,1,2,3,5,3,1,5,5,1,1,5,4,3,1,4,5,5,4,5,3,4,3,4,3,3,3,5
115,3,3,3,4,4,4,4,3,3,3,4,4,3,3,3,5,3,4,3,4,4,3,3,4,3,3,3
116,2,4,3,4,3,3,4,4,2,4,4,3,3,4,4,5,3,2,4,3,4,4,4,3,3,4,4
117,3,3,3,3,2,1,3,3,2,2,3,4,2,3,3,4,3,3,3,3,3,3,3,4,2,4,3
118,3,2,3,4,3,2,3,4,3,3,4,3,3,2,3,4,4,4,3,3,3,3,4,3,2,4,4
119,3,3,4,4,3,3,4,3,3,2,4,3,3,2,4,3,4,4,3,4,3,3,4,3,4,2,3
120,4,4,2,4,5,1,4,3,4,3,4,2,2,3,4,5,4,2,4,4,4,4,1,4,4,4,4
121,1,2,3,3,3,1,4,3,1,2,3,3,3,3,3,5,2,2,3,3,3,4,3,3,3,2,4
122,3,1,4,5,1,2,1,5,3,2,5,5,1,5,5,5,3,2,2,5,3,5,2,5,5,2,5
123,3,3,2,4,4,3,4,2,3,3,3,4,2,3,2,4,4,4,4,3,4,3,3,4,4,5,4
124,3,3,4,3,3,3,4,3,3,3,4,3,2,3,3,3,3,3,3,4,3,3,4,3,4,3,4
125,1,3,2,5,2,1,3,4,1,3,3,2,2,2,3,4,3,2,3,2,4,4,4,3,2,4,3
126,3,3,3,5,2,3,4,4,3,3,4,3,3,4,3,3,3,4,2,4,5,3,3,3,3,3,3
127,3,3,3,3,3,1,3,4,3,3,3,2,3,2,3,4,4,4,3,4,3,4,4,3,3,3,3
128,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3
129,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
130,3,3,3,3,3,3,4,3,4,3,3,2,3,4,3,4,3,3,3,3,2,2,4,3,2,3,3
131,3,4,3,4,2,3,5,4,3,4,4,3,3,4,3,5,3,4,3,3,4,4,4,4,4,4,4
132,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
133,4,3,3,4,3,1,5,3,4,2,4,3,3,3,4,4,5,3,4,3,4,2,3,3,3,3,4
134,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,5,3,4,3,3,2
135,2,2,5,4,2,2,4,5,2,2,4,4,2,4,4,4,5,4,2,4,5,2,4,2,4,4,4
136,4,2,5,4,3,1,5,5,4,4,5,1,3,4,3,5,5,4,4,4,4,5,5,2,3,3,5
137,3,4,4,4,3,2,4,4,3,4,4,3,2,2,4,3,4,4,4,4,4,3,3,4,4,3,4
138,2,3,2,4,2,2,3,3,2,2,3,2,2,4,3,3,4,3,4,2,3,4,3,3,3,3,3
139,2,3,4,4,3,3,3,3,4,4,3,2,4,2,3,4,3,4,2,3,3,4,4,3,2,3,3
140,4,4,3,4,4,2,4,3,4,4,3,1,4,4,4,3,3,3,4,4,4,4,3,4,3,3,4
141,3,4,3,4,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4
142,1,3,3,5,2,2,5,4,1,2,5,3,3,2,3,5,4,2,5,3,4,3,4,3,2,4,5
143,2,3,2,3,3,2,4,1,3,3,3,3,2,3,4,4,4,3,2,3,3,3,4,3,3,3,4
144,2,3,1,4,1,2,5,3,1,1,4,4,2,3,3,3,4,3,4,2,2,4,4,3,1,2,5
145,4,3,3,4,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,4,3,4,3,3,3,4
146,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3
147,3,2,3,4,2,2,2,4,4,3,3,4,4,4,2,5,3,4,2,3,4,4,4,4,2,4,3
148,4,3,4,4,3,2,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4
149,5,5,5,4,2,1,5,5,2,2,5,5,2,2,4,5,5,1,5,4,5,3,2,1,2,4,5
150,3,3,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,2,4,3,4,3,4,3,2,3,4
151,2,3,4,4,2,2,4,3,3,3,3,4,4,4,3,5,3,3,4,3,3,4,3,4,4,4,4
152,2,2,4,4,2,1,4,4,2,3,3,4,2,2,4,4,2,2,4,3,4,4,4,4,2,4,2
153,5,3,2,4,4,2,3,3,2,3,5,3,5,3,4,5,1,2,4,5,4,2,4,2,2,3,3
154,4,4,2,5,4,2,5,5,4,3,4,4,4,4,4,5,4,4,2,4,4,4,4,5,2,3,5
155,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
156,2,4,4,4,3,1,4,2,2,4,3,2,4,2,1,5,4,4,3,4,4,3,4,4,3,2,4
157,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
158,3,3,4,4,3,3,2,4,3,4,2,4,2,4,2,5,3,4,4,4,2,4,4,4,2,4,3
159,3,2,5,4,3,1,5,3,3,2,4,2,3,2,4,4,4,2,4,5,3,4,1,3,4,3,4
160,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
161,2,3,2,3,2,1,3,2,1,3,2,3,1,3,2,4,2,2,2,2,3,2,3,2,2,3,3
162,2,2,5,2,3,1,4,5,2,4,4,1,4,4,3,4,3,2,4,4,4,3,4,2,4,4,5
163,2,4,2,5,2,2,2,3,3,3,3,4,2,4,4,4,4,2,2,3,4,4,5,3,2,4,4
164,2,3,3,5,2,4,5,4,2,3,3,5,2,3,4,5,4,4,4,3,4,4,5,4,3,4,4
165,3,3,4,4,3,2,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4
166,1,3,5,5,4,3,5,4,1,1,5,3,4,2,4,5,5,2,5,4,4,4,4,2,4,3,4
167,3,3,3,4,3,2,4,4,2,3,4,4,3,3,3,4,3,5,4,2,3,4,4,2,3,2,4
168,3,2,4,5,2,1,5,5,1,2,4,3,3,4,4,5,5,3,4,3,3,3,4,4,4,3,5
169,1,2,4,5,2,1,5,4,1,4,5,4,2,1,5,5,1,2,4,4,4,4,4,2,4,5,5
170,2,4,4,4,3,1,4,2,2,2,4,2,2,2,2,4,3,4,4,3,2,4,4,2,4,2,4
171,3,3,4,3,3,3,5,3,3,3,3,4,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3
172,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,5,3,3,3,3,4,3,4,3,3,3,3
173,1,1,1,3,3,1,5,4,2,1,4,3,3,2,3,5,3,2,4,4,4,3,4,1,1,4,5
174,3,3,3,3,3,1,4,4,2,2,4,2,3,2,4,4,4,2,4,3,2,4,2,2,3,3,4
175,1,1,5,5,1,3,4,5,1,1,3,4,4,3,3,5,3,3,2,3,3,5,4,3,1,5,3
176,3,3,2,3,2,2,4,4,2,2,4,3,2,3,3,4,4,3,3,4,3,4,4,3,3,4,4
177,3,3,2,4,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,4,3,3,3,5
178,3,3,2,3,2,2,4,3,1,1,2,2,2,3,3,4,3,2,3,4,4,2,3,2,3,3,4
179,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3
180,3,2,3,3,3,3,4,4,3,2,4,3,4,3,3,5,3,2,3,4,4,4,3,3,3,4,4
181,3,4,4,3,2,3,4,4,3,3,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3
182,2,5,4,5,2,2,4,3,3,3,4,2,3,4,4,4,3,2,4,4,2,4,4,2,4,3,4
183,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3
184,3,3,3,4,3,2,2,4,2,2,4,4,3,4,4,4,4,5,4,4,4,2,4,3,3,4,4
185,3,3,4,4,3,3,5,4,3,3,4,4,3,4,3,5,5,3,3,4,3,3,4,4,3,4,5
186,2,3,3,3,3,4,3,4,3,1,5,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
187,2,4,2,2,1,2,3,2,2,2,4,5,2,4,3,5,4,3,3,2,3,4,3,3,1,4,4
188,2,1,4,4,2,2,5,5,2,1,4,2,3,4,3,4,4,1,4,3,3,2,2,3,5,3,4
189,2,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,2,4,3,3,3,3,3,2
190,3,2,3,2,3,2,3,4,2,2,4,2,3,3,4,4,3,2,4,3,3,3,3,2,3,3,4
191,2,2,4,5,1,1,4,4,1,2,4,4,2,5,4,5,4,4,4,3,4,5,5,4,2,2,5
192,1,5,5,5,1,1,5,5,1,1,5,1,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5
193,3,2,2,4,4,1,4,4,3,3,3,2,3,4,2,5,4,4,3,3,4,4,4,2,2,4,3
194,3,4,2,5,2,1,4,4,2,4,2,3,2,3,3,3,2,2,2,3,4,4,4,3,3,3,5
195,3,3,3,3,3,3,5,3,3,3,3,3,4,3,3,3,3,3,3,5,3,4,4,4,2,3,2
196,3,2,2,3,2,1,3,3,2,1,3,3,3,3,3,4,3,3,3,3,3,2,3,2,1,3,2
197,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4
198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199,4,3,3,4,3,3,3,4,4,3,3,4,3,3,4,4,4,3,3,3,3,3,4,3,3,4,3
200,2,3,3,5,2,2,5,4,2,4,4,3,2,4,2,5,4,4,4,3,4,3,3,4,3,5,5
201,4,4,4,4,4,2,4,4,3,2,3,2,4,3,4,4,4,3,4,4,3,4,3,2,4,4,4
202,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,4,3,4,3,4,4,4,4,3,4,4,4
203,4,4,5,5,2,1,5,5,3,1,5,2,2,5,5,5,5,3,5,3,5,5,3,3,5,3,5
204,2,2,4,4,3,2,3,4,2,2,3,3,3,2,3,4,3,3,4,3,3,4,4,2,2,3,4
205,3,3,5,4,3,2,5,4,3,2,4,3,3,3,4,4,4,3,4,4,2,4,5,4,4,3,5
206,3,3,3,5,2,2,4,2,2,2,4,4,2,4,4,5,5,4,4,3,4,4,5,3,3,4,5
207,5,5,5,5,5,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5
208,4,3,4,5,3,3,4,4,4,3,4,4,4,3,3,5,3,4,4,3,4,3,4,4,3,3,4
209,4,4,3,4,4,3,4,4,2,2,5,4,3,3,3,5,4,3,4,3,3,4,4,4,3,5,4
210,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
211,2,4,2,3,1,1,2,3,3,4,2,5,3,2,4,4,1,3,4,5,4,5,3,1,1,4,2
212,2,3,4,4,3,2,4,4,3,2,4,2,3,2,3,5,4,3,4,3,4,3,4,3,4,2,4
213,2,2,3,3,3,2,3,3,3,3,4,2,3,2,3,4,3,4,3,3,4,5,2,4,3,2,3
214,1,1,2,5,1,1,5,4,1,1,5,2,5,2,5,5,5,5,4,5,2,4,4,2,2,4,1
215,2,4,3,3,2,1,4,4,2,4,4,3,2,4,3,5,3,3,4,2,4,5,4,2,2,4,4
216,3,3,3,3,3,3,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
217,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4
218,3,3,2,3,3,3,3,4,4,3,4,2,4,3,4,4,4,3,3,2,3,4,3,3,2,3,3
219,3,3,3,3,2,2,4,3,3,2,3,2,3,2,4,3,3,2,3,3,3,2,3,2,3,2,3
220,2,2,4,4,1,1,3,4,2,2,4,4,2,3,4,1,3,3,4,2,4,2,4,4,4,4,5
221,3,3,3,4,3,2,3,2,3,1,3,4,2,2,4,4,4,2,3,2,3,4,4,2,3,3,4
222,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3
223,2,4,4,4,2,2,4,3,2,3,4,3,2,2,4,5,3,3,4,3,4,2,2,3,4,4,4
224,2,3,3,3,2,2,4,3,2,3,3,2,3,2,3,4,3,2,4,3,2,3,4,2,3,2,4
225,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
226,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
228,2,2,3,3,3,2,4,3,1,1,3,3,2,2,3,4,4,3,3,2,3,2,2,1,3,3,4
229,4,5,4,3,3,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
230,3,3,2,4,2,2,3,3,2,2,4,3,3,3,2,5,4,3,4,3,4,3,4,3,3,4,4
231,2,3,3,4,3,3,4,3,3,3,4,3,3,3,3,5,3,2,4,4,3,3,3,3,3,3,4
232,2,3,2,4,1,3,4,3,2,2,3,3,2,3,3,4,2,2,3,2,3,2,3,3,2,4,2
233,3,3,4,4,3,1,4,3,3,2,3,4,3,2,3,4,4,3,2,3,3,4,3,3,3,3,4
234,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3
235,1,1,2,5,2,4,2,5,2,2,4,3,2,4,3,5,3,4,3,3,4,5,4,5,4,4,3
236,1,1,2,2,1,1,5,3,1,1,5,4,2,1,4,5,2,4,4,4,2,2,2,1,5,2,5
237,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3
238,1,3,3,3,3,1,5,4,3,3,5,3,3,3,3,2,3,3,4,4,2,3,3,3,3,4,5
239,2,4,4,3,2,3,3,3,2,3,3,2,3,4,3,4,3,3,2,3,3,3,3,4,3,4,3
240,3,3,4,2,3,2,4,3,3,2,4,2,4,3,3,3,4,2,4,4,4,4,3,4,4,3,4
241,2,4,4,5,2,3,4,4,2,2,4,4,2,5,3,5,5,4,2,4,4,5,5,5,4,4,4
242,2,2,3,3,2,2,4,3,1,3,4,3,2,3,2,5,4,3,2,2,2,3,3,3,2,3,4
243,2,4,3,4,2,4,4,4,2,2,4,4,3,3,4,4,4,3,3,3,4,4,4,2,4,4,4
244,1,3,2,5,2,1,5,5,1,2,3,4,1,1,3,5,3,2,5,3,5,3,5,3,3,5,5
245,3,4,4,4,3,3,3,4,3,3,3,4,4,3,3,3,4,4,3,3,4,4,4,4,3,4,4
246,4,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
247,2,3,3,3,2,3,4,3,3,4,3,3,4,3,3,3,3,2,3,3,4,4,3,4,3,4,2
248,4,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
